date,geography_code,c2021_acctype_6_name,c2021_depch_3_name,c2021_bedrooms_5_name,obs_value
2021,E09000007,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,175
2021,E09000007,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,724
2021,E09000007,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,0
2021,E09000007,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,40
2021,E09000007,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,260
2021,E09000007,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,1196
2021,E09000007,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,11
2021,E09000007,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,117
2021,E09000007,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,701
2021,E09000007,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,1519
2021,E09000007,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,0
2021,E09000007,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,74
2021,E09000007,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,623
2021,E09000007,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,1790
2021,E09000007,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,2366
2021,E09000007,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,7249
2021,E09000007,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,5090
2021,E09000007,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,1387
2021,E09000007,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,736
2021,E09000007,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,5241
2021,E09000007,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,5326
2021,E09000007,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,1849
2021,E09000007,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,16
2021,E09000007,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,1
2021,E09000007,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,0
2021,E09000007,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,0
2021,E09000007,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,2
2021,E09000007,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,1
2021,E09000007,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,0
2021,E09000007,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,0
2021,E09000008,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,200
2021,E09000008,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,4000
2021,E09000008,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,15381
2021,E09000008,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,10351
2021,E09000008,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,107
2021,E09000008,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,2728
2021,E09000008,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,16028
2021,E09000008,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,11742
2021,E09000008,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,52
2021,E09000008,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,450
2021,E09000008,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,1870
2021,E09000008,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,3507
2021,E09000008,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,32
2021,E09000008,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,296
2021,E09000008,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,1699
2021,E09000008,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,3704
2021,E09000008,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,81
2021,E09000008,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,1299
2021,E09000008,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,7063
2021,E09000008,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,4435
2021,E09000008,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,38
2021,E09000008,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,959
2021,E09000008,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,7319
2021,E09000008,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,5198
2021,E09000008,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,67
2021,E09000008,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,2251
2021,E09000008,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,6448
2021,E09000008,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,2409
2021,E09000008,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,37
2021,E09000008,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,1473
2021,E09000008,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,7010
2021,E09000008,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,2840
2021,E09000008,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,3679
2021,E09000008,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,13529
2021,E09000008,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,2629
2021,E09000008,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,304
2021,E09000008,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,748
2021,E09000008,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,7671
2021,E09000008,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,2724
2021,E09000008,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,292
2021,E09000008,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,38
2021,E09000008,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,19
2021,E09000008,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,22
2021,E09000008,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,3
2021,E09000008,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,12
2021,E09000008,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,5
2021,E09000008,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,14
2021,E09000008,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,1
2021,E09000009,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,204
2021,E09000009,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,2237
2021,E09000009,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,10694
2021,E09000009,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,10166
2021,E09000009,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,106
2021,E09000009,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,1707
2021,E09000009,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,11793
2021,E09000009,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,12077
2021,E09000009,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,49
2021,E09000009,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,355
2021,E09000009,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,1144
2021,E09000009,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,1265
2021,E09000009,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,22
2021,E09000009,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,188
2021,E09000009,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,1267
2021,E09000009,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,1570
2021,E09000009,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,75
2021,E09000009,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,795
2021,E09000009,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,4492
2021,E09000009,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,4682
2021,E09000009,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,46
2021,E09000009,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,702
2021,E09000009,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,5393
2021,E09000009,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,5857
2021,E09000009,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,80
2021,E09000009,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,1087
2021,E09000009,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,5058
2021,E09000009,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,4219
2021,E09000009,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,38
2021,E09000009,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,817
2021,E09000009,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,5133
2021,E09000009,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,4650
2021,E09000009,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,3174
2021,E09000009,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,13041
2021,E09000009,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,3608
2021,E09000009,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,525
2021,E09000009,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,943
2021,E09000009,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,8278
2021,E09000009,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,3846
2021,E09000009,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,615
2021,E09000009,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,18
2021,E09000009,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,50
2021,E09000009,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,10
2021,E09000009,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,13
2021,E09000009,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,2
2021,E09000009,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,21
2021,E09000009,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,19
2021,E09000009,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,8
2021,E09000010,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,166
2021,E09000010,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,3605
2021,E09000010,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,13729
2021,E09000010,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,9476
2021,E09000010,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,109
2021,E09000010,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,2590
2021,E09000010,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,14903
2021,E09000010,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,11337
2021,E09000010,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,55
2021,E09000010,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,726
2021,E09000010,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,1737
2021,E09000010,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,1605
2021,E09000010,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,24
2021,E09000010,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,429
2021,E09000010,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,1919
2021,E09000010,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,2118
2021,E09000010,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,63
2021,E09000010,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,1029
2021,E09000010,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,5413
2021,E09000010,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,4382
2021,E09000010,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,42
2021,E09000010,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,725
2021,E09000010,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,6075
2021,E09000010,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,5261
2021,E09000010,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,48
2021,E09000010,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,1850
2021,E09000010,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,6579
2021,E09000010,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,3489
2021,E09000010,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,43
2021,E09000010,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,1436
2021,E09000010,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,6909
2021,E09000010,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,3958
2021,E09000010,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,3118
2021,E09000010,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,11044
2021,E09000010,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,2481
2021,E09000010,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,343
2021,E09000010,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,752
2021,E09000010,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,7218
2021,E09000010,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,3072
2021,E09000010,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,514
2021,E09000010,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,14
2021,E09000010,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,18
2021,E09000010,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,12
2021,E09000010,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,4
2021,E09000010,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,2
2021,E09000010,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,6
2021,E09000010,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,7
2021,E09000010,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,8
2021,E09000011,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,179
2021,E09000011,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,3031
2021,E09000011,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,10641
2021,E09000011,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,6463
2021,E09000011,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,93
2021,E09000011,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,1998
2021,E09000011,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,10520
2021,E09000011,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,6810
2021,E09000011,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,40
2021,E09000011,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,288
2021,E09000011,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,920
2021,E09000011,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,752
2021,E09000011,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,16
2021,E09000011,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,178
2021,E09000011,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,893
2021,E09000011,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,905
2021,E09000011,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,80
2021,E09000011,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,782
2021,E09000011,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,4159
2021,E09000011,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,2622
2021,E09000011,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,45
2021,E09000011,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,573
2021,E09000011,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,4035
2021,E09000011,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,2929
2021,E09000011,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,59
2021,E09000011,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,1961
2021,E09000011,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,5562
2021,E09000011,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,3089
2021,E09000011,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,32
2021,E09000011,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,1247
2021,E09000011,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,5592
2021,E09000011,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,2976
2021,E09000011,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,2348
2021,E09000011,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,11168
2021,E09000011,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,3578
2021,E09000011,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,349
2021,E09000011,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,434
2021,E09000011,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,5443
2021,E09000011,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,3620
2021,E09000011,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,484
2021,E09000011,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,3
2021,E09000011,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,27
2021,E09000011,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,12
2021,E09000011,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,4
2021,E09000011,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,1
2021,E09000011,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,12
2021,E09000011,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,10
2021,E09000011,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,2
2021,E09000012,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,41
2021,E09000012,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,488
2021,E09000012,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,2539
2021,E09000012,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,4837
2021,E09000012,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,19
2021,E09000012,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,344
2021,E09000012,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,2649
2021,E09000012,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,5590
2021,E09000012,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,13
2021,E09000012,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,73
2021,E09000012,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,213
2021,E09000012,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,298
2021,E09000012,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,6
2021,E09000012,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,49
2021,E09000012,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,275
2021,E09000012,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,425
2021,E09000012,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,12
2021,E09000012,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,104
2021,E09000012,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,512
2021,E09000012,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,912
2021,E09000012,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,6
2021,E09000012,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,100
2021,E09000012,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,586
2021,E09000012,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,1184
2021,E09000012,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,16
2021,E09000012,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,311
2021,E09000012,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,1814
2021,E09000012,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,3627
2021,E09000012,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,7
2021,E09000012,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,195
2021,E09000012,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,1788
2021,E09000012,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,3981
2021,E09000012,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,2896
2021,E09000012,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,11792
2021,E09000012,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,6785
2021,E09000012,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,1705
2021,E09000012,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,716
2021,E09000012,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,7394
2021,E09000012,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,6783
2021,E09000012,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,2335
2021,E09000012,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,68
2021,E09000012,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,20
2021,E09000012,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,2
2021,E09000012,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,3
2021,E09000012,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,11
2021,E09000012,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,6
2021,E09000012,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,9
2021,E09000012,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,7
2021,E09000013,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,18
2021,E09000013,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,481
2021,E09000013,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,1707
2021,E09000013,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,5051
2021,E09000013,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,8
2021,E09000013,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,355
2021,E09000013,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,1568
2021,E09000013,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,4824
2021,E09000013,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,2
2021,E09000013,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,54
2021,E09000013,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,96
2021,E09000013,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,203
2021,E09000013,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,0
2021,E09000013,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,44
2021,E09000013,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,123
2021,E09000013,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,227
2021,E09000013,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,11
2021,E09000013,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,108
2021,E09000013,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,331
2021,E09000013,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,831
2021,E09000013,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,3
2021,E09000013,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,108
2021,E09000013,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,415
2021,E09000013,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,1020
2021,E09000013,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,5
2021,E09000013,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,319
2021,E09000013,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,1280
2021,E09000013,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,4017
2021,E09000013,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,5
2021,E09000013,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,203
2021,E09000013,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,1030
2021,E09000013,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,3577
2021,E09000013,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,1768
2021,E09000013,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,5562
2021,E09000013,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,2719
2021,E09000013,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,572
2021,E09000013,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,448
2021,E09000013,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,3940
2021,E09000013,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,2967
