date,geography_code,c2021_acctype_6_name,c2021_depch_3_name,c2021_bedrooms_5_name,obs_value
2021,E09000013,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,708
2021,E09000013,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,6
2021,E09000013,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,7
2021,E09000013,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,4
2021,E09000013,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,0
2021,E09000013,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,0
2021,E09000013,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,2
2021,E09000013,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,0
2021,E09000013,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,0
2021,E09000014,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,169
2021,E09000014,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,1748
2021,E09000014,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,4957
2021,E09000014,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,7036
2021,E09000014,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,60
2021,E09000014,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,1581
2021,E09000014,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,4977
2021,E09000014,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,8017
2021,E09000014,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,49
2021,E09000014,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,326
2021,E09000014,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,582
2021,E09000014,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,822
2021,E09000014,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,18
2021,E09000014,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,234
2021,E09000014,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,663
2021,E09000014,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,940
2021,E09000014,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,81
2021,E09000014,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,438
2021,E09000014,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,1081
2021,E09000014,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,1665
2021,E09000014,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,19
2021,E09000014,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,498
2021,E09000014,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,1360
2021,E09000014,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,2359
2021,E09000014,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,39
2021,E09000014,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,984
2021,E09000014,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,3294
2021,E09000014,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,4549
2021,E09000014,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,23
2021,E09000014,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,849
2021,E09000014,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,2954
2021,E09000014,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,4718
2021,E09000014,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,3179
2021,E09000014,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,8836
2021,E09000014,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,3118
2021,E09000014,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,587
2021,E09000014,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,1097
2021,E09000014,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,6592
2021,E09000014,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,3368
2021,E09000014,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,661
2021,E09000014,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,20
2021,E09000014,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,6
2021,E09000014,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,10
2021,E09000014,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,0
2021,E09000014,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,2
2021,E09000014,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,3
2021,E09000014,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,4
2021,E09000014,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,2
2021,E09000015,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,155
2021,E09000015,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,1431
2021,E09000015,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,10168
2021,E09000015,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,9207
2021,E09000015,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,73
2021,E09000015,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,1017
2021,E09000015,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,10344
2021,E09000015,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,10015
2021,E09000015,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,42
2021,E09000015,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,171
2021,E09000015,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,949
2021,E09000015,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,2050
2021,E09000015,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,17
2021,E09000015,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,125
2021,E09000015,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,990
2021,E09000015,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,2423
2021,E09000015,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,71
2021,E09000015,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,601
2021,E09000015,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,6164
2021,E09000015,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,5187
2021,E09000015,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,36
2021,E09000015,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,422
2021,E09000015,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,6325
2021,E09000015,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,5716
2021,E09000015,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,42
2021,E09000015,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,659
2021,E09000015,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,3055
2021,E09000015,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,1970
2021,E09000015,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,20
2021,E09000015,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,470
2021,E09000015,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,3029
2021,E09000015,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,1876
2021,E09000015,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,1782
2021,E09000015,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,7413
2021,E09000015,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,1448
2021,E09000015,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,192
2021,E09000015,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,434
2021,E09000015,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,4276
2021,E09000015,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,1296
2021,E09000015,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,177
2021,E09000015,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,4
2021,E09000015,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,13
2021,E09000015,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,5
2021,E09000015,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,4
2021,E09000015,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,0
2021,E09000015,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,5
2021,E09000015,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,2
2021,E09000015,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,1
2021,E09000016,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,127
2021,E09000016,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,2382
2021,E09000016,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,15157
2021,E09000016,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,7688
2021,E09000016,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,42
2021,E09000016,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,1163
2021,E09000016,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,12495
2021,E09000016,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,9138
2021,E09000016,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,26
2021,E09000016,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,211
2021,E09000016,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,1090
2021,E09000016,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,1775
2021,E09000016,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,5
2021,E09000016,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,108
2021,E09000016,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,913
2021,E09000016,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,2172
2021,E09000016,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,71
2021,E09000016,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,1087
2021,E09000016,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,7975
2021,E09000016,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,4325
2021,E09000016,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,21
2021,E09000016,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,496
2021,E09000016,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,6661
2021,E09000016,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,5153
2021,E09000016,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,30
2021,E09000016,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,1084
2021,E09000016,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,6092
2021,E09000016,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,1588
2021,E09000016,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,16
2021,E09000016,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,559
2021,E09000016,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,4921
2021,E09000016,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,1813
2021,E09000016,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,1033
2021,E09000016,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,5887
2021,E09000016,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,943
2021,E09000016,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,76
2021,E09000016,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,161
2021,E09000016,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,2428
2021,E09000016,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,906
2021,E09000016,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,98
2021,E09000016,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,11
2021,E09000016,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,19
2021,E09000016,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,32
2021,E09000016,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,0
2021,E09000016,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,1
2021,E09000016,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,9
2021,E09000016,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,24
2021,E09000016,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,0
2021,E09000017,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,321
2021,E09000017,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,4638
2021,E09000017,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,14592
2021,E09000017,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,8641
2021,E09000017,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,122
2021,E09000017,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,2919
2021,E09000017,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,13902
2021,E09000017,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,9476
2021,E09000017,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,67
2021,E09000017,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,543
2021,E09000017,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,1669
2021,E09000017,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,2774
2021,E09000017,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,13
2021,E09000017,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,245
2021,E09000017,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,1489
2021,E09000017,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,2910
2021,E09000017,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,114
2021,E09000017,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,1745
2021,E09000017,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,8846
2021,E09000017,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,4429
2021,E09000017,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,63
2021,E09000017,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,1085
2021,E09000017,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,8535
2021,E09000017,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,5009
2021,E09000017,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,140
2021,E09000017,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,2350
2021,E09000017,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,4077
2021,E09000017,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,1438
2021,E09000017,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,46
2021,E09000017,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,1589
2021,E09000017,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,3878
2021,E09000017,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,1557
2021,E09000017,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,2271
2021,E09000017,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,8610
2021,E09000017,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,1066
2021,E09000017,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,168
2021,E09000017,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,373
2021,E09000017,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,4598
2021,E09000017,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,1125
2021,E09000017,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,129
2021,E09000017,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,4
2021,E09000017,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,21
2021,E09000017,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,11
2021,E09000017,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,7
2021,E09000017,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,0
2021,E09000017,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,8
2021,E09000017,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,8
2021,E09000017,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,6
2021,E09000018,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,204
2021,E09000018,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,3070
2021,E09000018,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,9447
2021,E09000018,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,7250
2021,E09000018,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,106
2021,E09000018,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,2275
2021,E09000018,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,9996
2021,E09000018,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,8169
2021,E09000018,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,44
2021,E09000018,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,323
2021,E09000018,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,1008
2021,E09000018,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,833
2021,E09000018,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,20
2021,E09000018,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,242
2021,E09000018,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,878
2021,E09000018,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,870
2021,E09000018,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,113
2021,E09000018,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,1154
2021,E09000018,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,5079
2021,E09000018,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,4174
2021,E09000018,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,65
2021,E09000018,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,917
2021,E09000018,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,5425
2021,E09000018,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,4898
2021,E09000018,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,47
2021,E09000018,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,1593
2021,E09000018,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,3360
2021,E09000018,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,2243
2021,E09000018,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,21
2021,E09000018,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,1116
2021,E09000018,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,3693
2021,E09000018,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,2401
2021,E09000018,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,2859
2021,E09000018,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,11741
2021,E09000018,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,2253
2021,E09000018,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,305
2021,E09000018,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,685
2021,E09000018,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,6758
2021,E09000018,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,2419
2021,E09000018,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,292
2021,E09000018,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,101
2021,E09000018,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,18
2021,E09000018,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,11
2021,E09000018,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,9
2021,E09000018,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,10
2021,E09000018,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,16
2021,E09000018,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,15
2021,E09000018,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,7
2021,E09000019,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,36
2021,E09000019,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,338
2021,E09000019,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,1660
2021,E09000019,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,2930
2021,E09000019,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,5
2021,E09000019,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,173
2021,E09000019,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,1451
2021,E09000019,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,3477
2021,E09000019,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,16
2021,E09000019,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,45
2021,E09000019,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,92
2021,E09000019,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,114
2021,E09000019,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,0
2021,E09000019,Whole house or bungalow: Detached,Aged 10 to 18 years,2 bedrooms,19
2021,E09000019,Whole house or bungalow: Detached,Aged 10 to 18 years,3 bedrooms,122
2021,E09000019,Whole house or bungalow: Detached,Aged 10 to 18 years,4 or more bedrooms,204
2021,E09000019,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,1 bedroom,12
2021,E09000019,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,2 bedrooms,81
2021,E09000019,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,3 bedrooms,278
2021,E09000019,Whole house or bungalow: Semi-detached,Aged 0 to 9 years,4 or more bedrooms,607
2021,E09000019,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,1 bedroom,2
2021,E09000019,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,2 bedrooms,44
2021,E09000019,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,3 bedrooms,274
2021,E09000019,Whole house or bungalow: Semi-detached,Aged 10 to 18 years,4 or more bedrooms,696
2021,E09000019,Whole house or bungalow: Terraced,Aged 0 to 9 years,1 bedroom,8
2021,E09000019,Whole house or bungalow: Terraced,Aged 0 to 9 years,2 bedrooms,212
2021,E09000019,Whole house or bungalow: Terraced,Aged 0 to 9 years,3 bedrooms,1290
2021,E09000019,Whole house or bungalow: Terraced,Aged 0 to 9 years,4 or more bedrooms,2209
2021,E09000019,Whole house or bungalow: Terraced,Aged 10 to 18 years,1 bedroom,3
2021,E09000019,Whole house or bungalow: Terraced,Aged 10 to 18 years,2 bedrooms,110
2021,E09000019,Whole house or bungalow: Terraced,Aged 10 to 18 years,3 bedrooms,1055
2021,E09000019,Whole house or bungalow: Terraced,Aged 10 to 18 years,4 or more bedrooms,2577
2021,E09000019,"Flat, maisonette or apartment",Aged 0 to 9 years,1 bedroom,2353
2021,E09000019,"Flat, maisonette or apartment",Aged 0 to 9 years,2 bedrooms,9082
2021,E09000019,"Flat, maisonette or apartment",Aged 0 to 9 years,3 bedrooms,4029
2021,E09000019,"Flat, maisonette or apartment",Aged 0 to 9 years,4 or more bedrooms,717
2021,E09000019,"Flat, maisonette or apartment",Aged 10 to 18 years,1 bedroom,410
2021,E09000019,"Flat, maisonette or apartment",Aged 10 to 18 years,2 bedrooms,5161
2021,E09000019,"Flat, maisonette or apartment",Aged 10 to 18 years,3 bedrooms,4542
2021,E09000019,"Flat, maisonette or apartment",Aged 10 to 18 years,4 or more bedrooms,1087
2021,E09000019,A caravan or other mobile or temporary structure,Aged 0 to 9 years,1 bedroom,17
2021,E09000019,A caravan or other mobile or temporary structure,Aged 0 to 9 years,2 bedrooms,15
2021,E09000019,A caravan or other mobile or temporary structure,Aged 0 to 9 years,3 bedrooms,4
2021,E09000019,A caravan or other mobile or temporary structure,Aged 0 to 9 years,4 or more bedrooms,2
2021,E09000019,A caravan or other mobile or temporary structure,Aged 10 to 18 years,1 bedroom,1
2021,E09000019,A caravan or other mobile or temporary structure,Aged 10 to 18 years,2 bedrooms,3
2021,E09000019,A caravan or other mobile or temporary structure,Aged 10 to 18 years,3 bedrooms,2
2021,E09000019,A caravan or other mobile or temporary structure,Aged 10 to 18 years,4 or more bedrooms,2
2021,E09000020,Whole house or bungalow,Aged 0 to 9 years,1 bedroom,8
2021,E09000020,Whole house or bungalow,Aged 0 to 9 years,2 bedrooms,152
2021,E09000020,Whole house or bungalow,Aged 0 to 9 years,3 bedrooms,928
2021,E09000020,Whole house or bungalow,Aged 0 to 9 years,4 or more bedrooms,2553
2021,E09000020,Whole house or bungalow,Aged 10 to 18 years,1 bedroom,21
2021,E09000020,Whole house or bungalow,Aged 10 to 18 years,2 bedrooms,121
2021,E09000020,Whole house or bungalow,Aged 10 to 18 years,3 bedrooms,745
2021,E09000020,Whole house or bungalow,Aged 10 to 18 years,4 or more bedrooms,2822
2021,E09000020,Whole house or bungalow: Detached,Aged 0 to 9 years,1 bedroom,3
2021,E09000020,Whole house or bungalow: Detached,Aged 0 to 9 years,2 bedrooms,15
2021,E09000020,Whole house or bungalow: Detached,Aged 0 to 9 years,3 bedrooms,46
2021,E09000020,Whole house or bungalow: Detached,Aged 0 to 9 years,4 or more bedrooms,211
2021,E09000020,Whole house or bungalow: Detached,Aged 10 to 18 years,1 bedroom,2
