lower_tier_local_authorities_code,lower_tier_local_authorities,country_of_birth_8,sex_2,age_10,observation
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 45 to 49 years,518
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 50 years and over,3737
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 15 years and under,189
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 16 to 19 years,95
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 20 to 21 years,77
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 22 to 24 years,104
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 25 to 29 years,206
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 30 to 34 years,279
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 35 to 39 years,281
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 40 to 44 years,344
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 45 to 49 years,315
E09000010,Enfield,The Americas and the Caribbean,Male,Aged 50 years and over,2193
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,16
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,4
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,0
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,10
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,16
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,51
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,36
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,55
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,50
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,138
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,30
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,7
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,1
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,6
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,16
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,16
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,35
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,38
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,35
E09000010,Enfield,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,118
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 15 years and under,26361
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 16 to 19 years,4635
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 20 to 21 years,2190
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 22 to 24 years,3801
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 25 to 29 years,6881
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 30 to 34 years,6851
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 35 to 39 years,5339
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 40 to 44 years,4749
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 45 to 49 years,4394
E09000011,Greenwich,Europe: United Kingdom,Female,Aged 50 years and over,25416
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 15 years and under,27091
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 16 to 19 years,4906
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 20 to 21 years,2218
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 22 to 24 years,3830
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 25 to 29 years,7413
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 30 to 34 years,6592
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 35 to 39 years,5482
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 40 to 44 years,4901
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 45 to 49 years,4440
E09000011,Greenwich,Europe: United Kingdom,Male,Aged 50 years and over,23089
E09000011,Greenwich,Europe: Ireland,Female,Aged 15 years and under,66
E09000011,Greenwich,Europe: Ireland,Female,Aged 16 to 19 years,64
E09000011,Greenwich,Europe: Ireland,Female,Aged 20 to 21 years,24
E09000011,Greenwich,Europe: Ireland,Female,Aged 22 to 24 years,24
E09000011,Greenwich,Europe: Ireland,Female,Aged 25 to 29 years,80
E09000011,Greenwich,Europe: Ireland,Female,Aged 30 to 34 years,99
E09000011,Greenwich,Europe: Ireland,Female,Aged 35 to 39 years,104
E09000011,Greenwich,Europe: Ireland,Female,Aged 40 to 44 years,109
E09000011,Greenwich,Europe: Ireland,Female,Aged 45 to 49 years,69
E09000011,Greenwich,Europe: Ireland,Female,Aged 50 years and over,830
E09000011,Greenwich,Europe: Ireland,Male,Aged 15 years and under,86
E09000011,Greenwich,Europe: Ireland,Male,Aged 16 to 19 years,70
E09000011,Greenwich,Europe: Ireland,Male,Aged 20 to 21 years,19
E09000011,Greenwich,Europe: Ireland,Male,Aged 22 to 24 years,16
E09000011,Greenwich,Europe: Ireland,Male,Aged 25 to 29 years,63
E09000011,Greenwich,Europe: Ireland,Male,Aged 30 to 34 years,92
E09000011,Greenwich,Europe: Ireland,Male,Aged 35 to 39 years,113
E09000011,Greenwich,Europe: Ireland,Male,Aged 40 to 44 years,115
E09000011,Greenwich,Europe: Ireland,Male,Aged 45 to 49 years,77
E09000011,Greenwich,Europe: Ireland,Male,Aged 50 years and over,604
E09000011,Greenwich,Europe: Other Europe,Female,Aged 15 years and under,1393
E09000011,Greenwich,Europe: Other Europe,Female,Aged 16 to 19 years,721
E09000011,Greenwich,Europe: Other Europe,Female,Aged 20 to 21 years,520
E09000011,Greenwich,Europe: Other Europe,Female,Aged 22 to 24 years,1033
E09000011,Greenwich,Europe: Other Europe,Female,Aged 25 to 29 years,2632
E09000011,Greenwich,Europe: Other Europe,Female,Aged 30 to 34 years,3146
E09000011,Greenwich,Europe: Other Europe,Female,Aged 35 to 39 years,2976
E09000011,Greenwich,Europe: Other Europe,Female,Aged 40 to 44 years,2232
E09000011,Greenwich,Europe: Other Europe,Female,Aged 45 to 49 years,1662
E09000011,Greenwich,Europe: Other Europe,Female,Aged 50 years and over,3017
E09000011,Greenwich,Europe: Other Europe,Male,Aged 15 years and under,1608
E09000011,Greenwich,Europe: Other Europe,Male,Aged 16 to 19 years,655
E09000011,Greenwich,Europe: Other Europe,Male,Aged 20 to 21 years,406
E09000011,Greenwich,Europe: Other Europe,Male,Aged 22 to 24 years,784
E09000011,Greenwich,Europe: Other Europe,Male,Aged 25 to 29 years,2022
E09000011,Greenwich,Europe: Other Europe,Male,Aged 30 to 34 years,2822
E09000011,Greenwich,Europe: Other Europe,Male,Aged 35 to 39 years,2748
E09000011,Greenwich,Europe: Other Europe,Male,Aged 40 to 44 years,2214
E09000011,Greenwich,Europe: Other Europe,Male,Aged 45 to 49 years,1473
E09000011,Greenwich,Europe: Other Europe,Male,Aged 50 years and over,2477
E09000011,Greenwich,Africa,Female,Aged 15 years and under,544
E09000011,Greenwich,Africa,Female,Aged 16 to 19 years,396
E09000011,Greenwich,Africa,Female,Aged 20 to 21 years,207
E09000011,Greenwich,Africa,Female,Aged 22 to 24 years,475
E09000011,Greenwich,Africa,Female,Aged 25 to 29 years,1095
E09000011,Greenwich,Africa,Female,Aged 30 to 34 years,1576
E09000011,Greenwich,Africa,Female,Aged 35 to 39 years,2018
E09000011,Greenwich,Africa,Female,Aged 40 to 44 years,2562
E09000011,Greenwich,Africa,Female,Aged 45 to 49 years,2137
E09000011,Greenwich,Africa,Female,Aged 50 years and over,5118
E09000011,Greenwich,Africa,Male,Aged 15 years and under,443
E09000011,Greenwich,Africa,Male,Aged 16 to 19 years,343
E09000011,Greenwich,Africa,Male,Aged 20 to 21 years,211
E09000011,Greenwich,Africa,Male,Aged 22 to 24 years,447
E09000011,Greenwich,Africa,Male,Aged 25 to 29 years,853
E09000011,Greenwich,Africa,Male,Aged 30 to 34 years,1244
E09000011,Greenwich,Africa,Male,Aged 35 to 39 years,1504
E09000011,Greenwich,Africa,Male,Aged 40 to 44 years,1736
E09000011,Greenwich,Africa,Male,Aged 45 to 49 years,1821
E09000011,Greenwich,Africa,Male,Aged 50 years and over,5466
E09000011,Greenwich,Middle East and Asia,Female,Aged 15 years and under,525
E09000011,Greenwich,Middle East and Asia,Female,Aged 16 to 19 years,263
E09000011,Greenwich,Middle East and Asia,Female,Aged 20 to 21 years,196
E09000011,Greenwich,Middle East and Asia,Female,Aged 22 to 24 years,545
E09000011,Greenwich,Middle East and Asia,Female,Aged 25 to 29 years,1509
E09000011,Greenwich,Middle East and Asia,Female,Aged 30 to 34 years,2331
E09000011,Greenwich,Middle East and Asia,Female,Aged 35 to 39 years,2080
E09000011,Greenwich,Middle East and Asia,Female,Aged 40 to 44 years,1542
E09000011,Greenwich,Middle East and Asia,Female,Aged 45 to 49 years,1304
E09000011,Greenwich,Middle East and Asia,Female,Aged 50 years and over,4452
E09000011,Greenwich,Middle East and Asia,Male,Aged 15 years and under,572
E09000011,Greenwich,Middle East and Asia,Male,Aged 16 to 19 years,308
E09000011,Greenwich,Middle East and Asia,Male,Aged 20 to 21 years,290
E09000011,Greenwich,Middle East and Asia,Male,Aged 22 to 24 years,487
E09000011,Greenwich,Middle East and Asia,Male,Aged 25 to 29 years,1149
E09000011,Greenwich,Middle East and Asia,Male,Aged 30 to 34 years,1835
E09000011,Greenwich,Middle East and Asia,Male,Aged 35 to 39 years,1890
E09000011,Greenwich,Middle East and Asia,Male,Aged 40 to 44 years,1512
E09000011,Greenwich,Middle East and Asia,Male,Aged 45 to 49 years,1165
E09000011,Greenwich,Middle East and Asia,Male,Aged 50 years and over,3938
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 15 years and under,284
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 16 to 19 years,121
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 20 to 21 years,85
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 22 to 24 years,254
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 25 to 29 years,550
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 30 to 34 years,619
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 35 to 39 years,745
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 40 to 44 years,575
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 45 to 49 years,457
E09000011,Greenwich,The Americas and the Caribbean,Female,Aged 50 years and over,1829
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 15 years and under,273
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 16 to 19 years,94
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 20 to 21 years,104
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 22 to 24 years,149
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 25 to 29 years,336
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 30 to 34 years,451
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 35 to 39 years,530
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 40 to 44 years,466
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 45 to 49 years,349
E09000011,Greenwich,The Americas and the Caribbean,Male,Aged 50 years and over,1330
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,34
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,10
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,9
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,17
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,82
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,109
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,125
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,106
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,99
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,167
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,41
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,4
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,7
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,16
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,51
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,99
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,126
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,140
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,118
E09000011,Greenwich,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,172
E09000012,Hackney,Europe: United Kingdom,Female,Aged 15 years and under,22913
E09000012,Hackney,Europe: United Kingdom,Female,Aged 16 to 19 years,4665
E09000012,Hackney,Europe: United Kingdom,Female,Aged 20 to 21 years,2143
E09000012,Hackney,Europe: United Kingdom,Female,Aged 22 to 24 years,4424
E09000012,Hackney,Europe: United Kingdom,Female,Aged 25 to 29 years,9705
E09000012,Hackney,Europe: United Kingdom,Female,Aged 30 to 34 years,8139
E09000012,Hackney,Europe: United Kingdom,Female,Aged 35 to 39 years,5571
E09000012,Hackney,Europe: United Kingdom,Female,Aged 40 to 44 years,3989
E09000012,Hackney,Europe: United Kingdom,Female,Aged 45 to 49 years,3199
E09000012,Hackney,Europe: United Kingdom,Female,Aged 50 years and over,13895
E09000012,Hackney,Europe: United Kingdom,Male,Aged 15 years and under,23411
E09000012,Hackney,Europe: United Kingdom,Male,Aged 16 to 19 years,4770
E09000012,Hackney,Europe: United Kingdom,Male,Aged 20 to 21 years,1993
E09000012,Hackney,Europe: United Kingdom,Male,Aged 22 to 24 years,3943
E09000012,Hackney,Europe: United Kingdom,Male,Aged 25 to 29 years,9045
E09000012,Hackney,Europe: United Kingdom,Male,Aged 30 to 34 years,8219
E09000012,Hackney,Europe: United Kingdom,Male,Aged 35 to 39 years,5700
E09000012,Hackney,Europe: United Kingdom,Male,Aged 40 to 44 years,4246
E09000012,Hackney,Europe: United Kingdom,Male,Aged 45 to 49 years,3425
E09000012,Hackney,Europe: United Kingdom,Male,Aged 50 years and over,12823
E09000012,Hackney,Europe: Ireland,Female,Aged 15 years and under,14
E09000012,Hackney,Europe: Ireland,Female,Aged 16 to 19 years,21
E09000012,Hackney,Europe: Ireland,Female,Aged 20 to 21 years,7
E09000012,Hackney,Europe: Ireland,Female,Aged 22 to 24 years,30
E09000012,Hackney,Europe: Ireland,Female,Aged 25 to 29 years,222
E09000012,Hackney,Europe: Ireland,Female,Aged 30 to 34 years,255
E09000012,Hackney,Europe: Ireland,Female,Aged 35 to 39 years,176
E09000012,Hackney,Europe: Ireland,Female,Aged 40 to 44 years,117
E09000012,Hackney,Europe: Ireland,Female,Aged 45 to 49 years,69
E09000012,Hackney,Europe: Ireland,Female,Aged 50 years and over,731
E09000012,Hackney,Europe: Ireland,Male,Aged 15 years and under,21
E09000012,Hackney,Europe: Ireland,Male,Aged 16 to 19 years,16
E09000012,Hackney,Europe: Ireland,Male,Aged 20 to 21 years,12
E09000012,Hackney,Europe: Ireland,Male,Aged 22 to 24 years,20
E09000012,Hackney,Europe: Ireland,Male,Aged 25 to 29 years,186
E09000012,Hackney,Europe: Ireland,Male,Aged 30 to 34 years,267
E09000012,Hackney,Europe: Ireland,Male,Aged 35 to 39 years,219
E09000012,Hackney,Europe: Ireland,Male,Aged 40 to 44 years,155
E09000012,Hackney,Europe: Ireland,Male,Aged 45 to 49 years,87
E09000012,Hackney,Europe: Ireland,Male,Aged 50 years and over,685
E09000012,Hackney,Europe: Other Europe,Female,Aged 15 years and under,742
E09000012,Hackney,Europe: Other Europe,Female,Aged 16 to 19 years,413
E09000012,Hackney,Europe: Other Europe,Female,Aged 20 to 21 years,453
E09000012,Hackney,Europe: Other Europe,Female,Aged 22 to 24 years,1140
E09000012,Hackney,Europe: Other Europe,Female,Aged 25 to 29 years,3674
E09000012,Hackney,Europe: Other Europe,Female,Aged 30 to 34 years,3962
E09000012,Hackney,Europe: Other Europe,Female,Aged 35 to 39 years,2995
E09000012,Hackney,Europe: Other Europe,Female,Aged 40 to 44 years,2451
E09000012,Hackney,Europe: Other Europe,Female,Aged 45 to 49 years,1689
E09000012,Hackney,Europe: Other Europe,Female,Aged 50 years and over,4621
E09000012,Hackney,Europe: Other Europe,Male,Aged 15 years and under,894
E09000012,Hackney,Europe: Other Europe,Male,Aged 16 to 19 years,414
E09000012,Hackney,Europe: Other Europe,Male,Aged 20 to 21 years,344
E09000012,Hackney,Europe: Other Europe,Male,Aged 22 to 24 years,822
E09000012,Hackney,Europe: Other Europe,Male,Aged 25 to 29 years,2666
E09000012,Hackney,Europe: Other Europe,Male,Aged 30 to 34 years,3284
E09000012,Hackney,Europe: Other Europe,Male,Aged 35 to 39 years,2715
E09000012,Hackney,Europe: Other Europe,Male,Aged 40 to 44 years,2029
E09000012,Hackney,Europe: Other Europe,Male,Aged 45 to 49 years,1637
E09000012,Hackney,Europe: Other Europe,Male,Aged 50 years and over,3916
E09000012,Hackney,Africa,Female,Aged 15 years and under,189
E09000012,Hackney,Africa,Female,Aged 16 to 19 years,132
E09000012,Hackney,Africa,Female,Aged 20 to 21 years,127
E09000012,Hackney,Africa,Female,Aged 22 to 24 years,291
E09000012,Hackney,Africa,Female,Aged 25 to 29 years,763
E09000012,Hackney,Africa,Female,Aged 30 to 34 years,1082
