date,geography_code,c_sex_name,c_age_name,c_cob_name,obs_value
2011,E09000004,Females,Age 75 to 84,Middle East and Asia: Eastern Asia,27
2011,E09000004,Females,Age 75 to 84,Middle East and Asia: Southern Asia,224
2011,E09000004,Females,Age 75 to 84,Middle East and Asia: South-East Asia,23
2011,E09000004,Females,Age 75 to 84,Middle East and Asia: Central Asia,0
2011,E09000004,Females,Age 75 to 84,The Americas and the Caribbean: North America and the Caribbean,38
2011,E09000004,Females,Age 75 to 84,The Americas and the Caribbean: Central and South America,11
2011,E09000004,Females,Age 75 to 84,Antarctica and Oceania (including Australasia),7
2011,E09000004,Females,Age 75 to 84,Other,0
2011,E09000004,Females,Age 85 and over,Europe: United Kingdom: England,3037
2011,E09000004,Females,Age 85 and over,Europe: United Kingdom: Northern Ireland,19
2011,E09000004,Females,Age 85 and over,Europe: United Kingdom: Scotland,58
2011,E09000004,Females,Age 85 and over,Europe: United Kingdom: Wales,57
2011,E09000004,Females,Age 85 and over,Europe: United Kingdom: Great Britain not otherwise specified,1
2011,E09000004,Females,Age 85 and over,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000004,Females,Age 85 and over,Europe: Ireland,80
2011,E09000004,Females,Age 85 and over,Europe: Other Europe: EU countries: Member countries in March 2001,62
2011,E09000004,Females,Age 85 and over,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,19
2011,E09000004,Females,Age 85 and over,Europe: Other Europe: Rest of Europe,7
2011,E09000004,Females,Age 85 and over,Africa: North Africa,2
2011,E09000004,Females,Age 85 and over,Africa: Central and Western Africa,2
2011,E09000004,Females,Age 85 and over,Africa: South and Eastern Africa,17
2011,E09000004,Females,Age 85 and over,Africa: Africa not otherwise specified,1
2011,E09000004,Females,Age 85 and over,Middle East and Asia: Middle East,9
2011,E09000004,Females,Age 85 and over,Middle East and Asia: Eastern Asia,5
2011,E09000004,Females,Age 85 and over,Middle East and Asia: Southern Asia,66
2011,E09000004,Females,Age 85 and over,Middle East and Asia: South-East Asia,13
2011,E09000004,Females,Age 85 and over,Middle East and Asia: Central Asia,0
2011,E09000004,Females,Age 85 and over,The Americas and the Caribbean: North America and the Caribbean,11
2011,E09000004,Females,Age 85 and over,The Americas and the Caribbean: Central and South America,3
2011,E09000004,Females,Age 85 and over,Antarctica and Oceania (including Australasia),4
2011,E09000004,Females,Age 85 and over,Other,0
2011,E09000005,Males,Age 0 to 15,Europe: United Kingdom: England,25978
2011,E09000005,Males,Age 0 to 15,Europe: United Kingdom: Northern Ireland,13
2011,E09000005,Males,Age 0 to 15,Europe: United Kingdom: Scotland,47
2011,E09000005,Males,Age 0 to 15,Europe: United Kingdom: Wales,24
2011,E09000005,Males,Age 0 to 15,Europe: United Kingdom: Great Britain not otherwise specified,7
2011,E09000005,Males,Age 0 to 15,Europe: United Kingdom: United Kingdom not otherwise specified,33
2011,E09000005,Males,Age 0 to 15,Europe: Ireland,45
2011,E09000005,Males,Age 0 to 15,Europe: Other Europe: EU countries: Member countries in March 2001,1150
2011,E09000005,Males,Age 0 to 15,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,1111
2011,E09000005,Males,Age 0 to 15,Europe: Other Europe: Rest of Europe,132
2011,E09000005,Males,Age 0 to 15,Africa: North Africa,84
2011,E09000005,Males,Age 0 to 15,Africa: Central and Western Africa,169
2011,E09000005,Males,Age 0 to 15,Africa: South and Eastern Africa,738
2011,E09000005,Males,Age 0 to 15,Africa: Africa not otherwise specified,3
2011,E09000005,Males,Age 0 to 15,Middle East and Asia: Middle East,422
2011,E09000005,Males,Age 0 to 15,Middle East and Asia: Eastern Asia,72
2011,E09000005,Males,Age 0 to 15,Middle East and Asia: Southern Asia,1643
2011,E09000005,Males,Age 0 to 15,Middle East and Asia: South-East Asia,175
2011,E09000005,Males,Age 0 to 15,Middle East and Asia: Central Asia,2
2011,E09000005,Males,Age 0 to 15,The Americas and the Caribbean: North America and the Caribbean,245
2011,E09000005,Males,Age 0 to 15,The Americas and the Caribbean: Central and South America,207
2011,E09000005,Males,Age 0 to 15,Antarctica and Oceania (including Australasia),44
2011,E09000005,Males,Age 0 to 15,Other,0
2011,E09000005,Males,Age 16 to 24,Europe: United Kingdom: England,10891
2011,E09000005,Males,Age 16 to 24,Europe: United Kingdom: Northern Ireland,30
2011,E09000005,Males,Age 16 to 24,Europe: United Kingdom: Scotland,73
2011,E09000005,Males,Age 16 to 24,Europe: United Kingdom: Wales,68
2011,E09000005,Males,Age 16 to 24,Europe: United Kingdom: Great Britain not otherwise specified,3
2011,E09000005,Males,Age 16 to 24,Europe: United Kingdom: United Kingdom not otherwise specified,6
2011,E09000005,Males,Age 16 to 24,Europe: Ireland,99
2011,E09000005,Males,Age 16 to 24,Europe: Other Europe: EU countries: Member countries in March 2001,743
2011,E09000005,Males,Age 16 to 24,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,1371
2011,E09000005,Males,Age 16 to 24,Europe: Other Europe: Rest of Europe,286
2011,E09000005,Males,Age 16 to 24,Africa: North Africa,138
2011,E09000005,Males,Age 16 to 24,Africa: Central and Western Africa,357
2011,E09000005,Males,Age 16 to 24,Africa: South and Eastern Africa,952
2011,E09000005,Males,Age 16 to 24,Africa: Africa not otherwise specified,5
2011,E09000005,Males,Age 16 to 24,Middle East and Asia: Middle East,657
2011,E09000005,Males,Age 16 to 24,Middle East and Asia: Eastern Asia,188
2011,E09000005,Males,Age 16 to 24,Middle East and Asia: Southern Asia,3320
2011,E09000005,Males,Age 16 to 24,Middle East and Asia: South-East Asia,286
2011,E09000005,Males,Age 16 to 24,Middle East and Asia: Central Asia,46
2011,E09000005,Males,Age 16 to 24,The Americas and the Caribbean: North America and the Caribbean,326
2011,E09000005,Males,Age 16 to 24,The Americas and the Caribbean: Central and South America,260
2011,E09000005,Males,Age 16 to 24,Antarctica and Oceania (including Australasia),80
2011,E09000005,Males,Age 16 to 24,Other,0
2011,E09000005,Males,Age 25 to 34,Europe: United Kingdom: England,11854
2011,E09000005,Males,Age 25 to 34,Europe: United Kingdom: Northern Ireland,81
2011,E09000005,Males,Age 25 to 34,Europe: United Kingdom: Scotland,182
2011,E09000005,Males,Age 25 to 34,Europe: United Kingdom: Wales,111
2011,E09000005,Males,Age 25 to 34,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000005,Males,Age 25 to 34,Europe: United Kingdom: United Kingdom not otherwise specified,7
2011,E09000005,Males,Age 25 to 34,Europe: Ireland,468
2011,E09000005,Males,Age 25 to 34,Europe: Other Europe: EU countries: Member countries in March 2001,1573
2011,E09000005,Males,Age 25 to 34,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,5183
2011,E09000005,Males,Age 25 to 34,Europe: Other Europe: Rest of Europe,508
2011,E09000005,Males,Age 25 to 34,Africa: North Africa,316
2011,E09000005,Males,Age 25 to 34,Africa: Central and Western Africa,640
2011,E09000005,Males,Age 25 to 34,Africa: South and Eastern Africa,1347
2011,E09000005,Males,Age 25 to 34,Africa: Africa not otherwise specified,10
2011,E09000005,Males,Age 25 to 34,Middle East and Asia: Middle East,1222
2011,E09000005,Males,Age 25 to 34,Middle East and Asia: Eastern Asia,278
2011,E09000005,Males,Age 25 to 34,Middle East and Asia: Southern Asia,7076
2011,E09000005,Males,Age 25 to 34,Middle East and Asia: South-East Asia,512
2011,E09000005,Males,Age 25 to 34,Middle East and Asia: Central Asia,29
2011,E09000005,Males,Age 25 to 34,The Americas and the Caribbean: North America and the Caribbean,512
2011,E09000005,Males,Age 25 to 34,The Americas and the Caribbean: Central and South America,959
2011,E09000005,Males,Age 25 to 34,Antarctica and Oceania (including Australasia),566
2011,E09000005,Males,Age 25 to 34,Other,0
2011,E09000005,Males,Age 35 to 49,Europe: United Kingdom: England,11251
2011,E09000005,Males,Age 35 to 49,Europe: United Kingdom: Northern Ireland,142
2011,E09000005,Males,Age 35 to 49,Europe: United Kingdom: Scotland,269
2011,E09000005,Males,Age 35 to 49,Europe: United Kingdom: Wales,121
2011,E09000005,Males,Age 35 to 49,Europe: United Kingdom: Great Britain not otherwise specified,3
2011,E09000005,Males,Age 35 to 49,Europe: United Kingdom: United Kingdom not otherwise specified,5
2011,E09000005,Males,Age 35 to 49,Europe: Ireland,675
2011,E09000005,Males,Age 35 to 49,Europe: Other Europe: EU countries: Member countries in March 2001,1357
2011,E09000005,Males,Age 35 to 49,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,2720
2011,E09000005,Males,Age 35 to 49,Europe: Other Europe: Rest of Europe,548
2011,E09000005,Males,Age 35 to 49,Africa: North Africa,946
2011,E09000005,Males,Age 35 to 49,Africa: Central and Western Africa,1073
2011,E09000005,Males,Age 35 to 49,Africa: South and Eastern Africa,2745
2011,E09000005,Males,Age 35 to 49,Africa: Africa not otherwise specified,51
2011,E09000005,Males,Age 35 to 49,Middle East and Asia: Middle East,1809
2011,E09000005,Males,Age 35 to 49,Middle East and Asia: Eastern Asia,263
2011,E09000005,Males,Age 35 to 49,Middle East and Asia: Southern Asia,6697
2011,E09000005,Males,Age 35 to 49,Middle East and Asia: South-East Asia,701
2011,E09000005,Males,Age 35 to 49,Middle East and Asia: Central Asia,3
2011,E09000005,Males,Age 35 to 49,The Americas and the Caribbean: North America and the Caribbean,859
2011,E09000005,Males,Age 35 to 49,The Americas and the Caribbean: Central and South America,703
2011,E09000005,Males,Age 35 to 49,Antarctica and Oceania (including Australasia),397
2011,E09000005,Males,Age 35 to 49,Other,0
2011,E09000005,Males,Age 50 to 64,Europe: United Kingdom: England,5468
2011,E09000005,Males,Age 50 to 64,Europe: United Kingdom: Northern Ireland,156
2011,E09000005,Males,Age 50 to 64,Europe: United Kingdom: Scotland,277
2011,E09000005,Males,Age 50 to 64,Europe: United Kingdom: Wales,95
2011,E09000005,Males,Age 50 to 64,Europe: United Kingdom: Great Britain not otherwise specified,1
2011,E09000005,Males,Age 50 to 64,Europe: United Kingdom: United Kingdom not otherwise specified,3
2011,E09000005,Males,Age 50 to 64,Europe: Ireland,1486
2011,E09000005,Males,Age 50 to 64,Europe: Other Europe: EU countries: Member countries in March 2001,646
2011,E09000005,Males,Age 50 to 64,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,907
2011,E09000005,Males,Age 50 to 64,Europe: Other Europe: Rest of Europe,182
2011,E09000005,Males,Age 50 to 64,Africa: North Africa,464
2011,E09000005,Males,Age 50 to 64,Africa: Central and Western Africa,805
2011,E09000005,Males,Age 50 to 64,Africa: South and Eastern Africa,3711
2011,E09000005,Males,Age 50 to 64,Africa: Africa not otherwise specified,135
2011,E09000005,Males,Age 50 to 64,Middle East and Asia: Middle East,1112
2011,E09000005,Males,Age 50 to 64,Middle East and Asia: Eastern Asia,201
2011,E09000005,Males,Age 50 to 64,Middle East and Asia: Southern Asia,4447
2011,E09000005,Males,Age 50 to 64,Middle East and Asia: South-East Asia,450
2011,E09000005,Males,Age 50 to 64,Middle East and Asia: Central Asia,7
2011,E09000005,Males,Age 50 to 64,The Americas and the Caribbean: North America and the Caribbean,1451
2011,E09000005,Males,Age 50 to 64,The Americas and the Caribbean: Central and South America,321
2011,E09000005,Males,Age 50 to 64,Antarctica and Oceania (including Australasia),123
2011,E09000005,Males,Age 50 to 64,Other,0
2011,E09000005,Males,Age 65 to 74,Europe: United Kingdom: England,1937
2011,E09000005,Males,Age 65 to 74,Europe: United Kingdom: Northern Ireland,73
2011,E09000005,Males,Age 65 to 74,Europe: United Kingdom: Scotland,107
2011,E09000005,Males,Age 65 to 74,Europe: United Kingdom: Wales,50
2011,E09000005,Males,Age 65 to 74,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000005,Males,Age 65 to 74,Europe: United Kingdom: United Kingdom not otherwise specified,3
2011,E09000005,Males,Age 65 to 74,Europe: Ireland,1036
2011,E09000005,Males,Age 65 to 74,Europe: Other Europe: EU countries: Member countries in March 2001,335
2011,E09000005,Males,Age 65 to 74,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,209
2011,E09000005,Males,Age 65 to 74,Europe: Other Europe: Rest of Europe,48
2011,E09000005,Males,Age 65 to 74,Africa: North Africa,105
2011,E09000005,Males,Age 65 to 74,Africa: Central and Western Africa,264
2011,E09000005,Males,Age 65 to 74,Africa: South and Eastern Africa,862
2011,E09000005,Males,Age 65 to 74,Africa: Africa not otherwise specified,35
2011,E09000005,Males,Age 65 to 74,Middle East and Asia: Middle East,164
2011,E09000005,Males,Age 65 to 74,Middle East and Asia: Eastern Asia,63
2011,E09000005,Males,Age 65 to 74,Middle East and Asia: Southern Asia,1753
2011,E09000005,Males,Age 65 to 74,Middle East and Asia: South-East Asia,128
2011,E09000005,Males,Age 65 to 74,Middle East and Asia: Central Asia,1
2011,E09000005,Males,Age 65 to 74,The Americas and the Caribbean: North America and the Caribbean,1140
2011,E09000005,Males,Age 65 to 74,The Americas and the Caribbean: Central and South America,88
2011,E09000005,Males,Age 65 to 74,Antarctica and Oceania (including Australasia),27
2011,E09000005,Males,Age 65 to 74,Other,0
2011,E09000005,Males,Age 75 to 84,Europe: United Kingdom: England,1284
2011,E09000005,Males,Age 75 to 84,Europe: United Kingdom: Northern Ireland,24
2011,E09000005,Males,Age 75 to 84,Europe: United Kingdom: Scotland,36
2011,E09000005,Males,Age 75 to 84,Europe: United Kingdom: Wales,35
2011,E09000005,Males,Age 75 to 84,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000005,Males,Age 75 to 84,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000005,Males,Age 75 to 84,Europe: Ireland,477
2011,E09000005,Males,Age 75 to 84,Europe: Other Europe: EU countries: Member countries in March 2001,209
2011,E09000005,Males,Age 75 to 84,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,205
2011,E09000005,Males,Age 75 to 84,Europe: Other Europe: Rest of Europe,21
2011,E09000005,Males,Age 75 to 84,Africa: North Africa,31
2011,E09000005,Males,Age 75 to 84,Africa: Central and Western Africa,115
2011,E09000005,Males,Age 75 to 84,Africa: South and Eastern Africa,339
2011,E09000005,Males,Age 75 to 84,Africa: Africa not otherwise specified,11
2011,E09000005,Males,Age 75 to 84,Middle East and Asia: Middle East,84
2011,E09000005,Males,Age 75 to 84,Middle East and Asia: Eastern Asia,35
2011,E09000005,Males,Age 75 to 84,Middle East and Asia: Southern Asia,1126
2011,E09000005,Males,Age 75 to 84,Middle East and Asia: South-East Asia,45
2011,E09000005,Males,Age 75 to 84,Middle East and Asia: Central Asia,0
2011,E09000005,Males,Age 75 to 84,The Americas and the Caribbean: North America and the Caribbean,883
2011,E09000005,Males,Age 75 to 84,The Americas and the Caribbean: Central and South America,46
2011,E09000005,Males,Age 75 to 84,Antarctica and Oceania (including Australasia),19
2011,E09000005,Males,Age 75 to 84,Other,0
2011,E09000005,Males,Age 85 and over,Europe: United Kingdom: England,483
2011,E09000005,Males,Age 85 and over,Europe: United Kingdom: Northern Ireland,14
2011,E09000005,Males,Age 85 and over,Europe: United Kingdom: Scotland,9
2011,E09000005,Males,Age 85 and over,Europe: United Kingdom: Wales,13
2011,E09000005,Males,Age 85 and over,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000005,Males,Age 85 and over,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000005,Males,Age 85 and over,Europe: Ireland,104
2011,E09000005,Males,Age 85 and over,Europe: Other Europe: EU countries: Member countries in March 2001,71
2011,E09000005,Males,Age 85 and over,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,94
2011,E09000005,Males,Age 85 and over,Europe: Other Europe: Rest of Europe,8
2011,E09000005,Males,Age 85 and over,Africa: North Africa,8
2011,E09000005,Males,Age 85 and over,Africa: Central and Western Africa,9
2011,E09000005,Males,Age 85 and over,Africa: South and Eastern Africa,41
2011,E09000005,Males,Age 85 and over,Africa: Africa not otherwise specified,0
2011,E09000005,Males,Age 85 and over,Middle East and Asia: Middle East,21
2011,E09000005,Males,Age 85 and over,Middle East and Asia: Eastern Asia,6
2011,E09000005,Males,Age 85 and over,Middle East and Asia: Southern Asia,219
2011,E09000005,Males,Age 85 and over,Middle East and Asia: South-East Asia,3
2011,E09000005,Males,Age 85 and over,Middle East and Asia: Central Asia,0
2011,E09000005,Males,Age 85 and over,The Americas and the Caribbean: North America and the Caribbean,150
2011,E09000005,Males,Age 85 and over,The Americas and the Caribbean: Central and South America,11
2011,E09000005,Males,Age 85 and over,Antarctica and Oceania (including Australasia),2
2011,E09000005,Males,Age 85 and over,Other,0
2011,E09000005,Females,Age 0 to 15,Europe: United Kingdom: England,24632
2011,E09000005,Females,Age 0 to 15,Europe: United Kingdom: Northern Ireland,10
2011,E09000005,Females,Age 0 to 15,Europe: United Kingdom: Scotland,30
2011,E09000005,Females,Age 0 to 15,Europe: United Kingdom: Wales,17
2011,E09000005,Females,Age 0 to 15,Europe: United Kingdom: Great Britain not otherwise specified,4
2011,E09000005,Females,Age 0 to 15,Europe: United Kingdom: United Kingdom not otherwise specified,26
2011,E09000005,Females,Age 0 to 15,Europe: Ireland,40
2011,E09000005,Females,Age 0 to 15,Europe: Other Europe: EU countries: Member countries in March 2001,1117
2011,E09000005,Females,Age 0 to 15,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,981
2011,E09000005,Females,Age 0 to 15,Europe: Other Europe: Rest of Europe,116
2011,E09000005,Females,Age 0 to 15,Africa: North Africa,85
2011,E09000005,Females,Age 0 to 15,Africa: Central and Western Africa,176
2011,E09000005,Females,Age 0 to 15,Africa: South and Eastern Africa,670
2011,E09000005,Females,Age 0 to 15,Africa: Africa not otherwise specified,2
2011,E09000005,Females,Age 0 to 15,Middle East and Asia: Middle East,431
2011,E09000005,Females,Age 0 to 15,Middle East and Asia: Eastern Asia,54
2011,E09000005,Females,Age 0 to 15,Middle East and Asia: Southern Asia,1449
2011,E09000005,Females,Age 0 to 15,Middle East and Asia: South-East Asia,149
2011,E09000005,Females,Age 0 to 15,Middle East and Asia: Central Asia,2
2011,E09000005,Females,Age 0 to 15,The Americas and the Caribbean: North America and the Caribbean,202
2011,E09000005,Females,Age 0 to 15,The Americas and the Caribbean: Central and South America,192
2011,E09000005,Females,Age 0 to 15,Antarctica and Oceania (including Australasia),28
2011,E09000005,Females,Age 0 to 15,Other,0
2011,E09000005,Females,Age 16 to 24,Europe: United Kingdom: England,10108
2011,E09000005,Females,Age 16 to 24,Europe: United Kingdom: Northern Ireland,26
2011,E09000005,Females,Age 16 to 24,Europe: United Kingdom: Scotland,75
2011,E09000005,Females,Age 16 to 24,Europe: United Kingdom: Wales,64
2011,E09000005,Females,Age 16 to 24,Europe: United Kingdom: Great Britain not otherwise specified,3
2011,E09000005,Females,Age 16 to 24,Europe: United Kingdom: United Kingdom not otherwise specified,4
2011,E09000005,Females,Age 16 to 24,Europe: Ireland,110
2011,E09000005,Females,Age 16 to 24,Europe: Other Europe: EU countries: Member countries in March 2001,883
2011,E09000005,Females,Age 16 to 24,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,1605
2011,E09000005,Females,Age 16 to 24,Europe: Other Europe: Rest of Europe,232
2011,E09000005,Females,Age 16 to 24,Africa: North Africa,114
2011,E09000005,Females,Age 16 to 24,Africa: Central and Western Africa,394
2011,E09000005,Females,Age 16 to 24,Africa: South and Eastern Africa,1045
2011,E09000005,Females,Age 16 to 24,Africa: Africa not otherwise specified,8
2011,E09000005,Females,Age 16 to 24,Middle East and Asia: Middle East,675
2011,E09000005,Females,Age 16 to 24,Middle East and Asia: Eastern Asia,218
2011,E09000005,Females,Age 16 to 24,Middle East and Asia: Southern Asia,2238
2011,E09000005,Females,Age 16 to 24,Middle East and Asia: South-East Asia,267
2011,E09000005,Females,Age 16 to 24,Middle East and Asia: Central Asia,22
2011,E09000005,Females,Age 16 to 24,The Americas and the Caribbean: North America and the Caribbean,382
2011,E09000005,Females,Age 16 to 24,The Americas and the Caribbean: Central and South America,271
2011,E09000005,Females,Age 16 to 24,Antarctica and Oceania (including Australasia),137
2011,E09000005,Females,Age 16 to 24,Other,0
2011,E09000005,Females,Age 25 to 34,Europe: United Kingdom: England,10733
2011,E09000005,Females,Age 25 to 34,Europe: United Kingdom: Northern Ireland,88
2011,E09000005,Females,Age 25 to 34,Europe: United Kingdom: Scotland,165
2011,E09000005,Females,Age 25 to 34,Europe: United Kingdom: Wales,133
2011,E09000005,Females,Age 25 to 34,Europe: United Kingdom: Great Britain not otherwise specified,1
2011,E09000005,Females,Age 25 to 34,Europe: United Kingdom: United Kingdom not otherwise specified,6
2011,E09000005,Females,Age 25 to 34,Europe: Ireland,332
2011,E09000005,Females,Age 25 to 34,Europe: Other Europe: EU countries: Member countries in March 2001,1581
2011,E09000005,Females,Age 25 to 34,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,4848
2011,E09000005,Females,Age 25 to 34,Europe: Other Europe: Rest of Europe,556
2011,E09000005,Females,Age 25 to 34,Africa: North Africa,337
2011,E09000005,Females,Age 25 to 34,Africa: Central and Western Africa,777
2011,E09000005,Females,Age 25 to 34,Africa: South and Eastern Africa,1761
2011,E09000005,Females,Age 25 to 34,Africa: Africa not otherwise specified,13
2011,E09000005,Females,Age 25 to 34,Middle East and Asia: Middle East,979
2011,E09000005,Females,Age 25 to 34,Middle East and Asia: Eastern Asia,388
2011,E09000005,Females,Age 25 to 34,Middle East and Asia: Southern Asia,5779
2011,E09000005,Females,Age 25 to 34,Middle East and Asia: South-East Asia,661
2011,E09000005,Females,Age 25 to 34,Middle East and Asia: Central Asia,36
2011,E09000005,Females,Age 25 to 34,The Americas and the Caribbean: North America and the Caribbean,711
2011,E09000005,Females,Age 25 to 34,The Americas and the Caribbean: Central and South America,925
2011,E09000005,Females,Age 25 to 34,Antarctica and Oceania (including Australasia),644
2011,E09000005,Females,Age 25 to 34,Other,0
2011,E09000005,Females,Age 35 to 49,Europe: United Kingdom: England,11244
2011,E09000005,Females,Age 35 to 49,Europe: United Kingdom: Northern Ireland,94
2011,E09000005,Females,Age 35 to 49,Europe: United Kingdom: Scotland,222
2011,E09000005,Females,Age 35 to 49,Europe: United Kingdom: Wales,127
2011,E09000005,Females,Age 35 to 49,Europe: United Kingdom: Great Britain not otherwise specified,1
2011,E09000005,Females,Age 35 to 49,Europe: United Kingdom: United Kingdom not otherwise specified,4
2011,E09000005,Females,Age 35 to 49,Europe: Ireland,590
2011,E09000005,Females,Age 35 to 49,Europe: Other Europe: EU countries: Member countries in March 2001,1527
2011,E09000005,Females,Age 35 to 49,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,1969
2011,E09000005,Females,Age 35 to 49,Europe: Other Europe: Rest of Europe,595
2011,E09000005,Females,Age 35 to 49,Africa: North Africa,567
2011,E09000005,Females,Age 35 to 49,Africa: Central and Western Africa,1467
2011,E09000005,Females,Age 35 to 49,Africa: South and Eastern Africa,3470
2011,E09000005,Females,Age 35 to 49,Africa: Africa not otherwise specified,81
2011,E09000005,Females,Age 35 to 49,Middle East and Asia: Middle East,1219
2011,E09000005,Females,Age 35 to 49,Middle East and Asia: Eastern Asia,373
2011,E09000005,Females,Age 35 to 49,Middle East and Asia: Southern Asia,6242
2011,E09000005,Females,Age 35 to 49,Middle East and Asia: South-East Asia,1165
2011,E09000005,Females,Age 35 to 49,Middle East and Asia: Central Asia,21
2011,E09000005,Females,Age 35 to 49,The Americas and the Caribbean: North America and the Caribbean,1150
2011,E09000005,Females,Age 35 to 49,The Americas and the Caribbean: Central and South America,823
2011,E09000005,Females,Age 35 to 49,Antarctica and Oceania (including Australasia),355
2011,E09000005,Females,Age 35 to 49,Other,0
2011,E09000005,Females,Age 50 to 64,Europe: United Kingdom: England,5272
2011,E09000005,Females,Age 50 to 64,Europe: United Kingdom: Northern Ireland,137
2011,E09000005,Females,Age 50 to 64,Europe: United Kingdom: Scotland,199
2011,E09000005,Females,Age 50 to 64,Europe: United Kingdom: Wales,101
2011,E09000005,Females,Age 50 to 64,Europe: United Kingdom: Great Britain not otherwise specified,4
2011,E09000005,Females,Age 50 to 64,Europe: United Kingdom: United Kingdom not otherwise specified,5
2011,E09000005,Females,Age 50 to 64,Europe: Ireland,1317
2011,E09000005,Females,Age 50 to 64,Europe: Other Europe: EU countries: Member countries in March 2001,768
2011,E09000005,Females,Age 50 to 64,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,795
2011,E09000005,Females,Age 50 to 64,Europe: Other Europe: Rest of Europe,208
2011,E09000005,Females,Age 50 to 64,Africa: North Africa,271
2011,E09000005,Females,Age 50 to 64,Africa: Central and Western Africa,934
2011,E09000005,Females,Age 50 to 64,Africa: South and Eastern Africa,3569
2011,E09000005,Females,Age 50 to 64,Africa: Africa not otherwise specified,138
2011,E09000005,Females,Age 50 to 64,Middle East and Asia: Middle East,675
2011,E09000005,Females,Age 50 to 64,Middle East and Asia: Eastern Asia,276
2011,E09000005,Females,Age 50 to 64,Middle East and Asia: Southern Asia,4481
2011,E09000005,Females,Age 50 to 64,Middle East and Asia: South-East Asia,911
2011,E09000005,Females,Age 50 to 64,Middle East and Asia: Central Asia,6
2011,E09000005,Females,Age 50 to 64,The Americas and the Caribbean: North America and the Caribbean,2131
2011,E09000005,Females,Age 50 to 64,The Americas and the Caribbean: Central and South America,416
2011,E09000005,Females,Age 50 to 64,Antarctica and Oceania (including Australasia),122
2011,E09000005,Females,Age 50 to 64,Other,0
2011,E09000005,Females,Age 65 to 74,Europe: United Kingdom: England,1999
2011,E09000005,Females,Age 65 to 74,Europe: United Kingdom: Northern Ireland,48
2011,E09000005,Females,Age 65 to 74,Europe: United Kingdom: Scotland,79
2011,E09000005,Females,Age 65 to 74,Europe: United Kingdom: Wales,60
2011,E09000005,Females,Age 65 to 74,Europe: United Kingdom: Great Britain not otherwise specified,2
2011,E09000005,Females,Age 65 to 74,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000005,Females,Age 65 to 74,Europe: Ireland,1146
2011,E09000005,Females,Age 65 to 74,Europe: Other Europe: EU countries: Member countries in March 2001,474
2011,E09000005,Females,Age 65 to 74,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,284
2011,E09000005,Females,Age 65 to 74,Europe: Other Europe: Rest of Europe,66
2011,E09000005,Females,Age 65 to 74,Africa: North Africa,68
2011,E09000005,Females,Age 65 to 74,Africa: Central and Western Africa,347
2011,E09000005,Females,Age 65 to 74,Africa: South and Eastern Africa,1022
2011,E09000005,Females,Age 65 to 74,Africa: Africa not otherwise specified,36
2011,E09000005,Females,Age 65 to 74,Middle East and Asia: Middle East,193
2011,E09000005,Females,Age 65 to 74,Middle East and Asia: Eastern Asia,72
2011,E09000005,Females,Age 65 to 74,Middle East and Asia: Southern Asia,1927
2011,E09000005,Females,Age 65 to 74,Middle East and Asia: South-East Asia,206
2011,E09000005,Females,Age 65 to 74,Middle East and Asia: Central Asia,1
2011,E09000005,Females,Age 65 to 74,The Americas and the Caribbean: North America and the Caribbean,1328
2011,E09000005,Females,Age 65 to 74,The Americas and the Caribbean: Central and South America,114
2011,E09000005,Females,Age 65 to 74,Antarctica and Oceania (including Australasia),44
2011,E09000005,Females,Age 65 to 74,Other,0
2011,E09000005,Females,Age 75 to 84,Europe: United Kingdom: England,1571
2011,E09000005,Females,Age 75 to 84,Europe: United Kingdom: Northern Ireland,44
2011,E09000005,Females,Age 75 to 84,Europe: United Kingdom: Scotland,51
2011,E09000005,Females,Age 75 to 84,Europe: United Kingdom: Wales,46
2011,E09000005,Females,Age 75 to 84,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000005,Females,Age 75 to 84,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000005,Females,Age 75 to 84,Europe: Ireland,731
