date,geography_code,c_sex_name,c_age_name,c_cob_name,obs_value
2011,E09000001,Females,Age 16 to 24,The Americas and the Caribbean: North America and the Caribbean,13
2011,E09000001,Females,Age 16 to 24,The Americas and the Caribbean: Central and South America,5
2011,E09000001,Females,Age 16 to 24,Antarctica and Oceania (including Australasia),7
2011,E09000001,Females,Age 16 to 24,Other,0
2011,E09000001,Females,Age 25 to 34,Europe: United Kingdom: England,299
2011,E09000001,Females,Age 25 to 34,Europe: United Kingdom: Northern Ireland,8
2011,E09000001,Females,Age 25 to 34,Europe: United Kingdom: Scotland,13
2011,E09000001,Females,Age 25 to 34,Europe: United Kingdom: Wales,8
2011,E09000001,Females,Age 25 to 34,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000001,Females,Age 25 to 34,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000001,Females,Age 25 to 34,Europe: Ireland,6
2011,E09000001,Females,Age 25 to 34,Europe: Other Europe: EU countries: Member countries in March 2001,100
2011,E09000001,Females,Age 25 to 34,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,44
2011,E09000001,Females,Age 25 to 34,Europe: Other Europe: Rest of Europe,44
2011,E09000001,Females,Age 25 to 34,Africa: North Africa,1
2011,E09000001,Females,Age 25 to 34,Africa: Central and Western Africa,9
2011,E09000001,Females,Age 25 to 34,Africa: South and Eastern Africa,16
2011,E09000001,Females,Age 25 to 34,Africa: Africa not otherwise specified,0
2011,E09000001,Females,Age 25 to 34,Middle East and Asia: Middle East,8
2011,E09000001,Females,Age 25 to 34,Middle East and Asia: Eastern Asia,45
2011,E09000001,Females,Age 25 to 34,Middle East and Asia: Southern Asia,32
2011,E09000001,Females,Age 25 to 34,Middle East and Asia: South-East Asia,36
2011,E09000001,Females,Age 25 to 34,Middle East and Asia: Central Asia,1
2011,E09000001,Females,Age 25 to 34,The Americas and the Caribbean: North America and the Caribbean,43
2011,E09000001,Females,Age 25 to 34,The Americas and the Caribbean: Central and South America,25
2011,E09000001,Females,Age 25 to 34,Antarctica and Oceania (including Australasia),31
2011,E09000001,Females,Age 25 to 34,Other,0
2011,E09000001,Females,Age 35 to 49,Europe: United Kingdom: England,362
2011,E09000001,Females,Age 35 to 49,Europe: United Kingdom: Northern Ireland,5
2011,E09000001,Females,Age 35 to 49,Europe: United Kingdom: Scotland,19
2011,E09000001,Females,Age 35 to 49,Europe: United Kingdom: Wales,13
2011,E09000001,Females,Age 35 to 49,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000001,Females,Age 35 to 49,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000001,Females,Age 35 to 49,Europe: Ireland,11
2011,E09000001,Females,Age 35 to 49,Europe: Other Europe: EU countries: Member countries in March 2001,69
2011,E09000001,Females,Age 35 to 49,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,18
2011,E09000001,Females,Age 35 to 49,Europe: Other Europe: Rest of Europe,21
2011,E09000001,Females,Age 35 to 49,Africa: North Africa,5
2011,E09000001,Females,Age 35 to 49,Africa: Central and Western Africa,7
2011,E09000001,Females,Age 35 to 49,Africa: South and Eastern Africa,26
2011,E09000001,Females,Age 35 to 49,Africa: Africa not otherwise specified,0
2011,E09000001,Females,Age 35 to 49,Middle East and Asia: Middle East,3
2011,E09000001,Females,Age 35 to 49,Middle East and Asia: Eastern Asia,36
2011,E09000001,Females,Age 35 to 49,Middle East and Asia: Southern Asia,34
2011,E09000001,Females,Age 35 to 49,Middle East and Asia: South-East Asia,25
2011,E09000001,Females,Age 35 to 49,Middle East and Asia: Central Asia,1
2011,E09000001,Females,Age 35 to 49,The Americas and the Caribbean: North America and the Caribbean,35
2011,E09000001,Females,Age 35 to 49,The Americas and the Caribbean: Central and South America,22
2011,E09000001,Females,Age 35 to 49,Antarctica and Oceania (including Australasia),28
2011,E09000001,Females,Age 35 to 49,Other,0
2011,E09000001,Females,Age 50 to 64,Europe: United Kingdom: England,384
2011,E09000001,Females,Age 50 to 64,Europe: United Kingdom: Northern Ireland,5
2011,E09000001,Females,Age 50 to 64,Europe: United Kingdom: Scotland,14
2011,E09000001,Females,Age 50 to 64,Europe: United Kingdom: Wales,11
2011,E09000001,Females,Age 50 to 64,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000001,Females,Age 50 to 64,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000001,Females,Age 50 to 64,Europe: Ireland,11
2011,E09000001,Females,Age 50 to 64,Europe: Other Europe: EU countries: Member countries in March 2001,23
2011,E09000001,Females,Age 50 to 64,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,6
2011,E09000001,Females,Age 50 to 64,Europe: Other Europe: Rest of Europe,9
2011,E09000001,Females,Age 50 to 64,Africa: North Africa,5
2011,E09000001,Females,Age 50 to 64,Africa: Central and Western Africa,8
2011,E09000001,Females,Age 50 to 64,Africa: South and Eastern Africa,18
2011,E09000001,Females,Age 50 to 64,Africa: Africa not otherwise specified,0
2011,E09000001,Females,Age 50 to 64,Middle East and Asia: Middle East,6
2011,E09000001,Females,Age 50 to 64,Middle East and Asia: Eastern Asia,17
2011,E09000001,Females,Age 50 to 64,Middle East and Asia: Southern Asia,20
2011,E09000001,Females,Age 50 to 64,Middle East and Asia: South-East Asia,19
2011,E09000001,Females,Age 50 to 64,Middle East and Asia: Central Asia,0
2011,E09000001,Females,Age 50 to 64,The Americas and the Caribbean: North America and the Caribbean,34
2011,E09000001,Females,Age 50 to 64,The Americas and the Caribbean: Central and South America,7
2011,E09000001,Females,Age 50 to 64,Antarctica and Oceania (including Australasia),12
2011,E09000001,Females,Age 50 to 64,Other,0
2011,E09000001,Females,Age 65 to 74,Europe: United Kingdom: England,178
2011,E09000001,Females,Age 65 to 74,Europe: United Kingdom: Northern Ireland,6
2011,E09000001,Females,Age 65 to 74,Europe: United Kingdom: Scotland,7
2011,E09000001,Females,Age 65 to 74,Europe: United Kingdom: Wales,7
2011,E09000001,Females,Age 65 to 74,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000001,Females,Age 65 to 74,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000001,Females,Age 65 to 74,Europe: Ireland,6
2011,E09000001,Females,Age 65 to 74,Europe: Other Europe: EU countries: Member countries in March 2001,14
2011,E09000001,Females,Age 65 to 74,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,2
2011,E09000001,Females,Age 65 to 74,Europe: Other Europe: Rest of Europe,0
2011,E09000001,Females,Age 65 to 74,Africa: North Africa,1
2011,E09000001,Females,Age 65 to 74,Africa: Central and Western Africa,2
2011,E09000001,Females,Age 65 to 74,Africa: South and Eastern Africa,3
2011,E09000001,Females,Age 65 to 74,Africa: Africa not otherwise specified,0
2011,E09000001,Females,Age 65 to 74,Middle East and Asia: Middle East,2
2011,E09000001,Females,Age 65 to 74,Middle East and Asia: Eastern Asia,3
2011,E09000001,Females,Age 65 to 74,Middle East and Asia: Southern Asia,5
2011,E09000001,Females,Age 65 to 74,Middle East and Asia: South-East Asia,5
2011,E09000001,Females,Age 65 to 74,Middle East and Asia: Central Asia,0
2011,E09000001,Females,Age 65 to 74,The Americas and the Caribbean: North America and the Caribbean,10
2011,E09000001,Females,Age 65 to 74,The Americas and the Caribbean: Central and South America,0
2011,E09000001,Females,Age 65 to 74,Antarctica and Oceania (including Australasia),3
2011,E09000001,Females,Age 65 to 74,Other,0
2011,E09000001,Females,Age 75 to 84,Europe: United Kingdom: England,124
2011,E09000001,Females,Age 75 to 84,Europe: United Kingdom: Northern Ireland,5
2011,E09000001,Females,Age 75 to 84,Europe: United Kingdom: Scotland,6
2011,E09000001,Females,Age 75 to 84,Europe: United Kingdom: Wales,4
2011,E09000001,Females,Age 75 to 84,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000001,Females,Age 75 to 84,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000001,Females,Age 75 to 84,Europe: Ireland,6
2011,E09000001,Females,Age 75 to 84,Europe: Other Europe: EU countries: Member countries in March 2001,15
2011,E09000001,Females,Age 75 to 84,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,0
2011,E09000001,Females,Age 75 to 84,Europe: Other Europe: Rest of Europe,1
2011,E09000001,Females,Age 75 to 84,Africa: North Africa,0
2011,E09000001,Females,Age 75 to 84,Africa: Central and Western Africa,0
2011,E09000001,Females,Age 75 to 84,Africa: South and Eastern Africa,4
2011,E09000001,Females,Age 75 to 84,Africa: Africa not otherwise specified,0
2011,E09000001,Females,Age 75 to 84,Middle East and Asia: Middle East,0
2011,E09000001,Females,Age 75 to 84,Middle East and Asia: Eastern Asia,0
2011,E09000001,Females,Age 75 to 84,Middle East and Asia: Southern Asia,7
2011,E09000001,Females,Age 75 to 84,Middle East and Asia: South-East Asia,3
2011,E09000001,Females,Age 75 to 84,Middle East and Asia: Central Asia,0
2011,E09000001,Females,Age 75 to 84,The Americas and the Caribbean: North America and the Caribbean,4
2011,E09000001,Females,Age 75 to 84,The Americas and the Caribbean: Central and South America,2
2011,E09000001,Females,Age 75 to 84,Antarctica and Oceania (including Australasia),2
2011,E09000001,Females,Age 75 to 84,Other,0
2011,E09000001,Females,Age 85 and over,Europe: United Kingdom: England,50
2011,E09000001,Females,Age 85 and over,Europe: United Kingdom: Northern Ireland,0
2011,E09000001,Females,Age 85 and over,Europe: United Kingdom: Scotland,5
2011,E09000001,Females,Age 85 and over,Europe: United Kingdom: Wales,0
2011,E09000001,Females,Age 85 and over,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000001,Females,Age 85 and over,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000001,Females,Age 85 and over,Europe: Ireland,2
2011,E09000001,Females,Age 85 and over,Europe: Other Europe: EU countries: Member countries in March 2001,5
2011,E09000001,Females,Age 85 and over,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,2
2011,E09000001,Females,Age 85 and over,Europe: Other Europe: Rest of Europe,1
2011,E09000001,Females,Age 85 and over,Africa: North Africa,0
2011,E09000001,Females,Age 85 and over,Africa: Central and Western Africa,0
2011,E09000001,Females,Age 85 and over,Africa: South and Eastern Africa,1
2011,E09000001,Females,Age 85 and over,Africa: Africa not otherwise specified,0
2011,E09000001,Females,Age 85 and over,Middle East and Asia: Middle East,0
2011,E09000001,Females,Age 85 and over,Middle East and Asia: Eastern Asia,0
2011,E09000001,Females,Age 85 and over,Middle East and Asia: Southern Asia,0
2011,E09000001,Females,Age 85 and over,Middle East and Asia: South-East Asia,1
2011,E09000001,Females,Age 85 and over,Middle East and Asia: Central Asia,0
2011,E09000001,Females,Age 85 and over,The Americas and the Caribbean: North America and the Caribbean,3
2011,E09000001,Females,Age 85 and over,The Americas and the Caribbean: Central and South America,0
2011,E09000001,Females,Age 85 and over,Antarctica and Oceania (including Australasia),2
2011,E09000001,Females,Age 85 and over,Other,0
2011,E09000012,Males,Age 0 to 15,Europe: United Kingdom: England,23397
2011,E09000012,Males,Age 0 to 15,Europe: United Kingdom: Northern Ireland,9
2011,E09000012,Males,Age 0 to 15,Europe: United Kingdom: Scotland,22
2011,E09000012,Males,Age 0 to 15,Europe: United Kingdom: Wales,14
2011,E09000012,Males,Age 0 to 15,Europe: United Kingdom: Great Britain not otherwise specified,2
2011,E09000012,Males,Age 0 to 15,Europe: United Kingdom: United Kingdom not otherwise specified,19
2011,E09000012,Males,Age 0 to 15,Europe: Ireland,42
2011,E09000012,Males,Age 0 to 15,Europe: Other Europe: EU countries: Member countries in March 2001,402
2011,E09000012,Males,Age 0 to 15,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,369
2011,E09000012,Males,Age 0 to 15,Europe: Other Europe: Rest of Europe,254
2011,E09000012,Males,Age 0 to 15,Africa: North Africa,28
2011,E09000012,Males,Age 0 to 15,Africa: Central and Western Africa,309
2011,E09000012,Males,Age 0 to 15,Africa: South and Eastern Africa,134
2011,E09000012,Males,Age 0 to 15,Africa: Africa not otherwise specified,5
2011,E09000012,Males,Age 0 to 15,Middle East and Asia: Middle East,258
2011,E09000012,Males,Age 0 to 15,Middle East and Asia: Eastern Asia,18
2011,E09000012,Males,Age 0 to 15,Middle East and Asia: Southern Asia,135
2011,E09000012,Males,Age 0 to 15,Middle East and Asia: South-East Asia,43
2011,E09000012,Males,Age 0 to 15,Middle East and Asia: Central Asia,2
2011,E09000012,Males,Age 0 to 15,The Americas and the Caribbean: North America and the Caribbean,243
2011,E09000012,Males,Age 0 to 15,The Americas and the Caribbean: Central and South America,126
2011,E09000012,Males,Age 0 to 15,Antarctica and Oceania (including Australasia),21
2011,E09000012,Males,Age 0 to 15,Other,0
2011,E09000012,Males,Age 16 to 24,Europe: United Kingdom: England,10107
2011,E09000012,Males,Age 16 to 24,Europe: United Kingdom: Northern Ireland,33
2011,E09000012,Males,Age 16 to 24,Europe: United Kingdom: Scotland,87
2011,E09000012,Males,Age 16 to 24,Europe: United Kingdom: Wales,96
2011,E09000012,Males,Age 16 to 24,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000012,Males,Age 16 to 24,Europe: United Kingdom: United Kingdom not otherwise specified,3
2011,E09000012,Males,Age 16 to 24,Europe: Ireland,88
2011,E09000012,Males,Age 16 to 24,Europe: Other Europe: EU countries: Member countries in March 2001,731
2011,E09000012,Males,Age 16 to 24,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,427
2011,E09000012,Males,Age 16 to 24,Europe: Other Europe: Rest of Europe,800
2011,E09000012,Males,Age 16 to 24,Africa: North Africa,37
2011,E09000012,Males,Age 16 to 24,Africa: Central and Western Africa,745
2011,E09000012,Males,Age 16 to 24,Africa: South and Eastern Africa,312
2011,E09000012,Males,Age 16 to 24,Africa: Africa not otherwise specified,5
2011,E09000012,Males,Age 16 to 24,Middle East and Asia: Middle East,345
2011,E09000012,Males,Age 16 to 24,Middle East and Asia: Eastern Asia,223
2011,E09000012,Males,Age 16 to 24,Middle East and Asia: Southern Asia,297
2011,E09000012,Males,Age 16 to 24,Middle East and Asia: South-East Asia,145
2011,E09000012,Males,Age 16 to 24,Middle East and Asia: Central Asia,22
2011,E09000012,Males,Age 16 to 24,The Americas and the Caribbean: North America and the Caribbean,481
2011,E09000012,Males,Age 16 to 24,The Americas and the Caribbean: Central and South America,248
2011,E09000012,Males,Age 16 to 24,Antarctica and Oceania (including Australasia),103
2011,E09000012,Males,Age 16 to 24,Other,0
2011,E09000012,Males,Age 25 to 34,Europe: United Kingdom: England,17436
2011,E09000012,Males,Age 25 to 34,Europe: United Kingdom: Northern Ireland,210
2011,E09000012,Males,Age 25 to 34,Europe: United Kingdom: Scotland,597
2011,E09000012,Males,Age 25 to 34,Europe: United Kingdom: Wales,386
2011,E09000012,Males,Age 25 to 34,Europe: United Kingdom: Great Britain not otherwise specified,1
2011,E09000012,Males,Age 25 to 34,Europe: United Kingdom: United Kingdom not otherwise specified,3
2011,E09000012,Males,Age 25 to 34,Europe: Ireland,539
2011,E09000012,Males,Age 25 to 34,Europe: Other Europe: EU countries: Member countries in March 2001,2998
2011,E09000012,Males,Age 25 to 34,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,1433
2011,E09000012,Males,Age 25 to 34,Europe: Other Europe: Rest of Europe,1573
2011,E09000012,Males,Age 25 to 34,Africa: North Africa,177
2011,E09000012,Males,Age 25 to 34,Africa: Central and Western Africa,1303
2011,E09000012,Males,Age 25 to 34,Africa: South and Eastern Africa,725
2011,E09000012,Males,Age 25 to 34,Africa: Africa not otherwise specified,16
2011,E09000012,Males,Age 25 to 34,Middle East and Asia: Middle East,514
2011,E09000012,Males,Age 25 to 34,Middle East and Asia: Eastern Asia,478
2011,E09000012,Males,Age 25 to 34,Middle East and Asia: Southern Asia,805
2011,E09000012,Males,Age 25 to 34,Middle East and Asia: South-East Asia,330
2011,E09000012,Males,Age 25 to 34,Middle East and Asia: Central Asia,47
2011,E09000012,Males,Age 25 to 34,The Americas and the Caribbean: North America and the Caribbean,1226
2011,E09000012,Males,Age 25 to 34,The Americas and the Caribbean: Central and South America,725
2011,E09000012,Males,Age 25 to 34,Antarctica and Oceania (including Australasia),968
2011,E09000012,Males,Age 25 to 34,Other,0
2011,E09000012,Males,Age 35 to 49,Europe: United Kingdom: England,13101
2011,E09000012,Males,Age 35 to 49,Europe: United Kingdom: Northern Ireland,191
2011,E09000012,Males,Age 35 to 49,Europe: United Kingdom: Scotland,510
2011,E09000012,Males,Age 35 to 49,Europe: United Kingdom: Wales,221
2011,E09000012,Males,Age 35 to 49,Europe: United Kingdom: Great Britain not otherwise specified,1
2011,E09000012,Males,Age 35 to 49,Europe: United Kingdom: United Kingdom not otherwise specified,2
2011,E09000012,Males,Age 35 to 49,Europe: Ireland,409
2011,E09000012,Males,Age 35 to 49,Europe: Other Europe: EU countries: Member countries in March 2001,1750
2011,E09000012,Males,Age 35 to 49,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,875
2011,E09000012,Males,Age 35 to 49,Europe: Other Europe: Rest of Europe,1822
2011,E09000012,Males,Age 35 to 49,Africa: North Africa,375
2011,E09000012,Males,Age 35 to 49,Africa: Central and Western Africa,2229
2011,E09000012,Males,Age 35 to 49,Africa: South and Eastern Africa,846
2011,E09000012,Males,Age 35 to 49,Africa: Africa not otherwise specified,11
2011,E09000012,Males,Age 35 to 49,Middle East and Asia: Middle East,461
2011,E09000012,Males,Age 35 to 49,Middle East and Asia: Eastern Asia,265
2011,E09000012,Males,Age 35 to 49,Middle East and Asia: Southern Asia,987
2011,E09000012,Males,Age 35 to 49,Middle East and Asia: South-East Asia,429
2011,E09000012,Males,Age 35 to 49,Middle East and Asia: Central Asia,2
2011,E09000012,Males,Age 35 to 49,The Americas and the Caribbean: North America and the Caribbean,1124
2011,E09000012,Males,Age 35 to 49,The Americas and the Caribbean: Central and South America,667
2011,E09000012,Males,Age 35 to 49,Antarctica and Oceania (including Australasia),460
2011,E09000012,Males,Age 35 to 49,Other,0
2011,E09000012,Males,Age 50 to 64,Europe: United Kingdom: England,5598
2011,E09000012,Males,Age 50 to 64,Europe: United Kingdom: Northern Ireland,115
2011,E09000012,Males,Age 50 to 64,Europe: United Kingdom: Scotland,313
2011,E09000012,Males,Age 50 to 64,Europe: United Kingdom: Wales,104
2011,E09000012,Males,Age 50 to 64,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000012,Males,Age 50 to 64,Europe: United Kingdom: United Kingdom not otherwise specified,7
2011,E09000012,Males,Age 50 to 64,Europe: Ireland,429
2011,E09000012,Males,Age 50 to 64,Europe: Other Europe: EU countries: Member countries in March 2001,343
2011,E09000012,Males,Age 50 to 64,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,523
2011,E09000012,Males,Age 50 to 64,Europe: Other Europe: Rest of Europe,1059
2011,E09000012,Males,Age 50 to 64,Africa: North Africa,172
2011,E09000012,Males,Age 50 to 64,Africa: Central and Western Africa,1519
2011,E09000012,Males,Age 50 to 64,Africa: South and Eastern Africa,415
2011,E09000012,Males,Age 50 to 64,Africa: Africa not otherwise specified,20
2011,E09000012,Males,Age 50 to 64,Middle East and Asia: Middle East,203
2011,E09000012,Males,Age 50 to 64,Middle East and Asia: Eastern Asia,61
2011,E09000012,Males,Age 50 to 64,Middle East and Asia: Southern Asia,762
2011,E09000012,Males,Age 50 to 64,Middle East and Asia: South-East Asia,334
2011,E09000012,Males,Age 50 to 64,Middle East and Asia: Central Asia,0
2011,E09000012,Males,Age 50 to 64,The Americas and the Caribbean: North America and the Caribbean,1240
2011,E09000012,Males,Age 50 to 64,The Americas and the Caribbean: Central and South America,261
2011,E09000012,Males,Age 50 to 64,Antarctica and Oceania (including Australasia),87
2011,E09000012,Males,Age 50 to 64,Other,1
2011,E09000012,Males,Age 65 to 74,Europe: United Kingdom: England,1738
2011,E09000012,Males,Age 65 to 74,Europe: United Kingdom: Northern Ireland,45
2011,E09000012,Males,Age 65 to 74,Europe: United Kingdom: Scotland,107
2011,E09000012,Males,Age 65 to 74,Europe: United Kingdom: Wales,42
2011,E09000012,Males,Age 65 to 74,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000012,Males,Age 65 to 74,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000012,Males,Age 65 to 74,Europe: Ireland,323
2011,E09000012,Males,Age 65 to 74,Europe: Other Europe: EU countries: Member countries in March 2001,85
2011,E09000012,Males,Age 65 to 74,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,204
2011,E09000012,Males,Age 65 to 74,Europe: Other Europe: Rest of Europe,227
2011,E09000012,Males,Age 65 to 74,Africa: North Africa,44
2011,E09000012,Males,Age 65 to 74,Africa: Central and Western Africa,366
2011,E09000012,Males,Age 65 to 74,Africa: South and Eastern Africa,95
2011,E09000012,Males,Age 65 to 74,Africa: Africa not otherwise specified,5
2011,E09000012,Males,Age 65 to 74,Middle East and Asia: Middle East,75
2011,E09000012,Males,Age 65 to 74,Middle East and Asia: Eastern Asia,26
2011,E09000012,Males,Age 65 to 74,Middle East and Asia: Southern Asia,317
2011,E09000012,Males,Age 65 to 74,Middle East and Asia: South-East Asia,67
2011,E09000012,Males,Age 65 to 74,Middle East and Asia: Central Asia,0
2011,E09000012,Males,Age 65 to 74,The Americas and the Caribbean: North America and the Caribbean,821
2011,E09000012,Males,Age 65 to 74,The Americas and the Caribbean: Central and South America,78
2011,E09000012,Males,Age 65 to 74,Antarctica and Oceania (including Australasia),19
2011,E09000012,Males,Age 65 to 74,Other,0
2011,E09000012,Males,Age 75 to 84,Europe: United Kingdom: England,982
2011,E09000012,Males,Age 75 to 84,Europe: United Kingdom: Northern Ireland,7
2011,E09000012,Males,Age 75 to 84,Europe: United Kingdom: Scotland,32
2011,E09000012,Males,Age 75 to 84,Europe: United Kingdom: Wales,21
2011,E09000012,Males,Age 75 to 84,Europe: United Kingdom: Great Britain not otherwise specified,1
2011,E09000012,Males,Age 75 to 84,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000012,Males,Age 75 to 84,Europe: Ireland,147
2011,E09000012,Males,Age 75 to 84,Europe: Other Europe: EU countries: Member countries in March 2001,81
2011,E09000012,Males,Age 75 to 84,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,175
2011,E09000012,Males,Age 75 to 84,Europe: Other Europe: Rest of Europe,79
2011,E09000012,Males,Age 75 to 84,Africa: North Africa,22
2011,E09000012,Males,Age 75 to 84,Africa: Central and Western Africa,111
2011,E09000012,Males,Age 75 to 84,Africa: South and Eastern Africa,45
2011,E09000012,Males,Age 75 to 84,Africa: Africa not otherwise specified,2
2011,E09000012,Males,Age 75 to 84,Middle East and Asia: Middle East,38
2011,E09000012,Males,Age 75 to 84,Middle East and Asia: Eastern Asia,14
2011,E09000012,Males,Age 75 to 84,Middle East and Asia: Southern Asia,169
2011,E09000012,Males,Age 75 to 84,Middle East and Asia: South-East Asia,45
2011,E09000012,Males,Age 75 to 84,Middle East and Asia: Central Asia,0
2011,E09000012,Males,Age 75 to 84,The Americas and the Caribbean: North America and the Caribbean,642
2011,E09000012,Males,Age 75 to 84,The Americas and the Caribbean: Central and South America,58
2011,E09000012,Males,Age 75 to 84,Antarctica and Oceania (including Australasia),8
2011,E09000012,Males,Age 75 to 84,Other,0
2011,E09000012,Males,Age 85 and over,Europe: United Kingdom: England,365
2011,E09000012,Males,Age 85 and over,Europe: United Kingdom: Northern Ireland,4
2011,E09000012,Males,Age 85 and over,Europe: United Kingdom: Scotland,7
2011,E09000012,Males,Age 85 and over,Europe: United Kingdom: Wales,6
2011,E09000012,Males,Age 85 and over,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000012,Males,Age 85 and over,Europe: United Kingdom: United Kingdom not otherwise specified,0
2011,E09000012,Males,Age 85 and over,Europe: Ireland,20
2011,E09000012,Males,Age 85 and over,Europe: Other Europe: EU countries: Member countries in March 2001,38
2011,E09000012,Males,Age 85 and over,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,37
2011,E09000012,Males,Age 85 and over,Europe: Other Europe: Rest of Europe,11
2011,E09000012,Males,Age 85 and over,Africa: North Africa,1
2011,E09000012,Males,Age 85 and over,Africa: Central and Western Africa,9
2011,E09000012,Males,Age 85 and over,Africa: South and Eastern Africa,14
2011,E09000012,Males,Age 85 and over,Africa: Africa not otherwise specified,0
2011,E09000012,Males,Age 85 and over,Middle East and Asia: Middle East,4
2011,E09000012,Males,Age 85 and over,Middle East and Asia: Eastern Asia,3
2011,E09000012,Males,Age 85 and over,Middle East and Asia: Southern Asia,29
2011,E09000012,Males,Age 85 and over,Middle East and Asia: South-East Asia,6
2011,E09000012,Males,Age 85 and over,Middle East and Asia: Central Asia,0
2011,E09000012,Males,Age 85 and over,The Americas and the Caribbean: North America and the Caribbean,109
2011,E09000012,Males,Age 85 and over,The Americas and the Caribbean: Central and South America,19
2011,E09000012,Males,Age 85 and over,Antarctica and Oceania (including Australasia),3
2011,E09000012,Males,Age 85 and over,Other,0
2011,E09000012,Females,Age 0 to 15,Europe: United Kingdom: England,22822
2011,E09000012,Females,Age 0 to 15,Europe: United Kingdom: Northern Ireland,7
2011,E09000012,Females,Age 0 to 15,Europe: United Kingdom: Scotland,21
2011,E09000012,Females,Age 0 to 15,Europe: United Kingdom: Wales,11
2011,E09000012,Females,Age 0 to 15,Europe: United Kingdom: Great Britain not otherwise specified,9
2011,E09000012,Females,Age 0 to 15,Europe: United Kingdom: United Kingdom not otherwise specified,17
2011,E09000012,Females,Age 0 to 15,Europe: Ireland,33
2011,E09000012,Females,Age 0 to 15,Europe: Other Europe: EU countries: Member countries in March 2001,414
2011,E09000012,Females,Age 0 to 15,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,336
2011,E09000012,Females,Age 0 to 15,Europe: Other Europe: Rest of Europe,245
2011,E09000012,Females,Age 0 to 15,Africa: North Africa,18
2011,E09000012,Females,Age 0 to 15,Africa: Central and Western Africa,349
2011,E09000012,Females,Age 0 to 15,Africa: South and Eastern Africa,124
2011,E09000012,Females,Age 0 to 15,Africa: Africa not otherwise specified,2
2011,E09000012,Females,Age 0 to 15,Middle East and Asia: Middle East,257
2011,E09000012,Females,Age 0 to 15,Middle East and Asia: Eastern Asia,41
2011,E09000012,Females,Age 0 to 15,Middle East and Asia: Southern Asia,151
2011,E09000012,Females,Age 0 to 15,Middle East and Asia: South-East Asia,42
2011,E09000012,Females,Age 0 to 15,Middle East and Asia: Central Asia,2
2011,E09000012,Females,Age 0 to 15,The Americas and the Caribbean: North America and the Caribbean,239
2011,E09000012,Females,Age 0 to 15,The Americas and the Caribbean: Central and South America,117
2011,E09000012,Females,Age 0 to 15,Antarctica and Oceania (including Australasia),16
2011,E09000012,Females,Age 0 to 15,Other,0
2011,E09000012,Females,Age 16 to 24,Europe: United Kingdom: England,10882
2011,E09000012,Females,Age 16 to 24,Europe: United Kingdom: Northern Ireland,52
2011,E09000012,Females,Age 16 to 24,Europe: United Kingdom: Scotland,148
2011,E09000012,Females,Age 16 to 24,Europe: United Kingdom: Wales,103
2011,E09000012,Females,Age 16 to 24,Europe: United Kingdom: Great Britain not otherwise specified,0
2011,E09000012,Females,Age 16 to 24,Europe: United Kingdom: United Kingdom not otherwise specified,3
2011,E09000012,Females,Age 16 to 24,Europe: Ireland,107
2011,E09000012,Females,Age 16 to 24,Europe: Other Europe: EU countries: Member countries in March 2001,948
2011,E09000012,Females,Age 16 to 24,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011,588
2011,E09000012,Females,Age 16 to 24,Europe: Other Europe: Rest of Europe,808
2011,E09000012,Females,Age 16 to 24,Africa: North Africa,50
2011,E09000012,Females,Age 16 to 24,Africa: Central and Western Africa,852
