date,geography_code,age_of_dependent_child_name,c_ethhuk11_name,obs_value
2011,E09000023,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,99
2011,E09000023,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,56
2011,E09000023,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,135
2011,E09000023,Age 5 to 7,Asian/Asian British: Indian,164
2011,E09000023,Age 5 to 7,Asian/Asian British: Pakistani,86
2011,E09000023,Age 5 to 7,Asian/Asian British: Bangladeshi,90
2011,E09000023,Age 5 to 7,Asian/Asian British: Chinese,184
2011,E09000023,Age 5 to 7,Asian/Asian British: Other Asian,572
2011,E09000023,Age 5 to 7,Black/African/Caribbean/Black British: African,2242
2011,E09000023,Age 5 to 7,Black/African/Caribbean/Black British: Caribbean,1524
2011,E09000023,Age 5 to 7,Black/African/Caribbean/Black British: Other Black,539
2011,E09000023,Age 5 to 7,Other ethnic group: Arab,86
2011,E09000023,Age 5 to 7,Other ethnic group: Any other ethnic group,230
2011,E09000023,Age 8 to 9,White: English/Welsh/Scottish/Northern Irish/British,1943
2011,E09000023,Age 8 to 9,White: Irish,91
2011,E09000023,Age 8 to 9,White: Gypsy or Irish Traveller,6
2011,E09000023,Age 8 to 9,White: Other White,489
2011,E09000023,Age 8 to 9,Mixed/multiple ethnic group: White and Black Caribbean,162
2011,E09000023,Age 8 to 9,Mixed/multiple ethnic group: White and Black African,58
2011,E09000023,Age 8 to 9,Mixed/multiple ethnic group: White and Asian,23
2011,E09000023,Age 8 to 9,Mixed/multiple ethnic group: Other Mixed,57
2011,E09000023,Age 8 to 9,Asian/Asian British: Indian,70
2011,E09000023,Age 8 to 9,Asian/Asian British: Pakistani,46
2011,E09000023,Age 8 to 9,Asian/Asian British: Bangladeshi,51
2011,E09000023,Age 8 to 9,Asian/Asian British: Chinese,88
2011,E09000023,Age 8 to 9,Asian/Asian British: Other Asian,359
2011,E09000023,Age 8 to 9,Black/African/Caribbean/Black British: African,1182
2011,E09000023,Age 8 to 9,Black/African/Caribbean/Black British: Caribbean,1077
2011,E09000023,Age 8 to 9,Black/African/Caribbean/Black British: Other Black,211
2011,E09000023,Age 8 to 9,Other ethnic group: Arab,44
2011,E09000023,Age 8 to 9,Other ethnic group: Any other ethnic group,128
2011,E09000023,Age 10 to 11,White: English/Welsh/Scottish/Northern Irish/British,1997
2011,E09000023,Age 10 to 11,White: Irish,73
2011,E09000023,Age 10 to 11,White: Gypsy or Irish Traveller,8
2011,E09000023,Age 10 to 11,White: Other White,562
2011,E09000023,Age 10 to 11,Mixed/multiple ethnic group: White and Black Caribbean,143
2011,E09000023,Age 10 to 11,Mixed/multiple ethnic group: White and Black African,40
2011,E09000023,Age 10 to 11,Mixed/multiple ethnic group: White and Asian,22
2011,E09000023,Age 10 to 11,Mixed/multiple ethnic group: Other Mixed,77
2011,E09000023,Age 10 to 11,Asian/Asian British: Indian,80
2011,E09000023,Age 10 to 11,Asian/Asian British: Pakistani,54
2011,E09000023,Age 10 to 11,Asian/Asian British: Bangladeshi,48
2011,E09000023,Age 10 to 11,Asian/Asian British: Chinese,88
2011,E09000023,Age 10 to 11,Asian/Asian British: Other Asian,372
2011,E09000023,Age 10 to 11,Black/African/Caribbean/Black British: African,1217
2011,E09000023,Age 10 to 11,Black/African/Caribbean/Black British: Caribbean,986
2011,E09000023,Age 10 to 11,Black/African/Caribbean/Black British: Other Black,269
2011,E09000023,Age 10 to 11,Other ethnic group: Arab,57
2011,E09000023,Age 10 to 11,Other ethnic group: Any other ethnic group,137
2011,E09000023,Age 12 to 14,White: English/Welsh/Scottish/Northern Irish/British,3197
2011,E09000023,Age 12 to 14,White: Irish,127
2011,E09000023,Age 12 to 14,White: Gypsy or Irish Traveller,6
2011,E09000023,Age 12 to 14,White: Other White,657
2011,E09000023,Age 12 to 14,Mixed/multiple ethnic group: White and Black Caribbean,172
2011,E09000023,Age 12 to 14,Mixed/multiple ethnic group: White and Black African,72
2011,E09000023,Age 12 to 14,Mixed/multiple ethnic group: White and Asian,35
2011,E09000023,Age 12 to 14,Mixed/multiple ethnic group: Other Mixed,113
2011,E09000023,Age 12 to 14,Asian/Asian British: Indian,92
2011,E09000023,Age 12 to 14,Asian/Asian British: Pakistani,67
2011,E09000023,Age 12 to 14,Asian/Asian British: Bangladeshi,62
2011,E09000023,Age 12 to 14,Asian/Asian British: Chinese,113
2011,E09000023,Age 12 to 14,Asian/Asian British: Other Asian,448
2011,E09000023,Age 12 to 14,Black/African/Caribbean/Black British: African,1715
2011,E09000023,Age 12 to 14,Black/African/Caribbean/Black British: Caribbean,1559
2011,E09000023,Age 12 to 14,Black/African/Caribbean/Black British: Other Black,361
2011,E09000023,Age 12 to 14,Other ethnic group: Arab,43
2011,E09000023,Age 12 to 14,Other ethnic group: Any other ethnic group,195
2011,E09000023,Age 15,White: English/Welsh/Scottish/Northern Irish/British,1079
2011,E09000023,Age 15,White: Irish,55
2011,E09000023,Age 15,White: Gypsy or Irish Traveller,4
2011,E09000023,Age 15,White: Other White,218
2011,E09000023,Age 15,Mixed/multiple ethnic group: White and Black Caribbean,66
2011,E09000023,Age 15,Mixed/multiple ethnic group: White and Black African,21
2011,E09000023,Age 15,Mixed/multiple ethnic group: White and Asian,13
2011,E09000023,Age 15,Mixed/multiple ethnic group: Other Mixed,31
2011,E09000023,Age 15,Asian/Asian British: Indian,26
2011,E09000023,Age 15,Asian/Asian British: Pakistani,30
2011,E09000023,Age 15,Asian/Asian British: Bangladeshi,15
2011,E09000023,Age 15,Asian/Asian British: Chinese,43
2011,E09000023,Age 15,Asian/Asian British: Other Asian,179
2011,E09000023,Age 15,Black/African/Caribbean/Black British: African,593
2011,E09000023,Age 15,Black/African/Caribbean/Black British: Caribbean,561
2011,E09000023,Age 15,Black/African/Caribbean/Black British: Other Black,191
2011,E09000023,Age 15,Other ethnic group: Arab,14
2011,E09000023,Age 15,Other ethnic group: Any other ethnic group,56
2011,E09000023,Age 16,White: English/Welsh/Scottish/Northern Irish/British,994
2011,E09000023,Age 16,White: Irish,49
2011,E09000023,Age 16,White: Gypsy or Irish Traveller,3
2011,E09000023,Age 16,White: Other White,162
2011,E09000023,Age 16,Mixed/multiple ethnic group: White and Black Caribbean,41
2011,E09000023,Age 16,Mixed/multiple ethnic group: White and Black African,13
2011,E09000023,Age 16,Mixed/multiple ethnic group: White and Asian,9
2011,E09000023,Age 16,Mixed/multiple ethnic group: Other Mixed,18
2011,E09000023,Age 16,Asian/Asian British: Indian,31
2011,E09000023,Age 16,Asian/Asian British: Pakistani,22
2011,E09000023,Age 16,Asian/Asian British: Bangladeshi,25
2011,E09000023,Age 16,Asian/Asian British: Chinese,53
2011,E09000023,Age 16,Asian/Asian British: Other Asian,143
2011,E09000023,Age 16,Black/African/Caribbean/Black British: African,443
2011,E09000023,Age 16,Black/African/Caribbean/Black British: Caribbean,466
2011,E09000023,Age 16,Black/African/Caribbean/Black British: Other Black,234
2011,E09000023,Age 16,Other ethnic group: Arab,11
2011,E09000023,Age 16,Other ethnic group: Any other ethnic group,63
2011,E09000023,Age 17,White: English/Welsh/Scottish/Northern Irish/British,872
2011,E09000023,Age 17,White: Irish,47
2011,E09000023,Age 17,White: Gypsy or Irish Traveller,0
2011,E09000023,Age 17,White: Other White,147
2011,E09000023,Age 17,Mixed/multiple ethnic group: White and Black Caribbean,42
2011,E09000023,Age 17,Mixed/multiple ethnic group: White and Black African,22
2011,E09000023,Age 17,Mixed/multiple ethnic group: White and Asian,13
2011,E09000023,Age 17,Mixed/multiple ethnic group: Other Mixed,24
2011,E09000023,Age 17,Asian/Asian British: Indian,28
2011,E09000023,Age 17,Asian/Asian British: Pakistani,22
2011,E09000023,Age 17,Asian/Asian British: Bangladeshi,12
2011,E09000023,Age 17,Asian/Asian British: Chinese,46
2011,E09000023,Age 17,Asian/Asian British: Other Asian,141
2011,E09000023,Age 17,Black/African/Caribbean/Black British: African,452
2011,E09000023,Age 17,Black/African/Caribbean/Black British: Caribbean,460
2011,E09000023,Age 17,Black/African/Caribbean/Black British: Other Black,128
2011,E09000023,Age 17,Other ethnic group: Arab,5
2011,E09000023,Age 17,Other ethnic group: Any other ethnic group,59
2011,E09000023,Age 18,White: English/Welsh/Scottish/Northern Irish/British,655
2011,E09000023,Age 18,White: Irish,26
2011,E09000023,Age 18,White: Gypsy or Irish Traveller,2
2011,E09000023,Age 18,White: Other White,135
2011,E09000023,Age 18,Mixed/multiple ethnic group: White and Black Caribbean,28
2011,E09000023,Age 18,Mixed/multiple ethnic group: White and Black African,18
2011,E09000023,Age 18,Mixed/multiple ethnic group: White and Asian,8
2011,E09000023,Age 18,Mixed/multiple ethnic group: Other Mixed,18
2011,E09000023,Age 18,Asian/Asian British: Indian,19
2011,E09000023,Age 18,Asian/Asian British: Pakistani,19
2011,E09000023,Age 18,Asian/Asian British: Bangladeshi,14
2011,E09000023,Age 18,Asian/Asian British: Chinese,49
2011,E09000023,Age 18,Asian/Asian British: Other Asian,120
2011,E09000023,Age 18,Black/African/Caribbean/Black British: African,375
2011,E09000023,Age 18,Black/African/Caribbean/Black British: Caribbean,371
2011,E09000023,Age 18,Black/African/Caribbean/Black British: Other Black,106
2011,E09000023,Age 18,Other ethnic group: Arab,8
2011,E09000023,Age 18,Other ethnic group: Any other ethnic group,39
2011,E09000025,Age 0 to 2,White: English/Welsh/Scottish/Northern Irish/British,1521
2011,E09000025,Age 0 to 2,White: Irish,40
2011,E09000025,Age 0 to 2,White: Gypsy or Irish Traveller,26
2011,E09000025,Age 0 to 2,White: Other White,2011
2011,E09000025,Age 0 to 2,Mixed/multiple ethnic group: White and Black Caribbean,133
2011,E09000025,Age 0 to 2,Mixed/multiple ethnic group: White and Black African,152
2011,E09000025,Age 0 to 2,Mixed/multiple ethnic group: White and Asian,76
2011,E09000025,Age 0 to 2,Mixed/multiple ethnic group: Other Mixed,125
2011,E09000025,Age 0 to 2,Asian/Asian British: Indian,1916
2011,E09000025,Age 0 to 2,Asian/Asian British: Pakistani,1848
2011,E09000025,Age 0 to 2,Asian/Asian British: Bangladeshi,2406
2011,E09000025,Age 0 to 2,Asian/Asian British: Chinese,105
2011,E09000025,Age 0 to 2,Asian/Asian British: Other Asian,1121
2011,E09000025,Age 0 to 2,Black/African/Caribbean/Black British: African,2692
2011,E09000025,Age 0 to 2,Black/African/Caribbean/Black British: Caribbean,537
2011,E09000025,Age 0 to 2,Black/African/Caribbean/Black British: Other Black,297
2011,E09000025,Age 0 to 2,Other ethnic group: Arab,246
2011,E09000025,Age 0 to 2,Other ethnic group: Any other ethnic group,336
2011,E09000025,Age 3 to 4,White: English/Welsh/Scottish/Northern Irish/British,854
2011,E09000025,Age 3 to 4,White: Irish,26
2011,E09000025,Age 3 to 4,White: Gypsy or Irish Traveller,23
2011,E09000025,Age 3 to 4,White: Other White,1143
2011,E09000025,Age 3 to 4,Mixed/multiple ethnic group: White and Black Caribbean,90
2011,E09000025,Age 3 to 4,Mixed/multiple ethnic group: White and Black African,123
2011,E09000025,Age 3 to 4,Mixed/multiple ethnic group: White and Asian,47
2011,E09000025,Age 3 to 4,Mixed/multiple ethnic group: Other Mixed,80
2011,E09000025,Age 3 to 4,Asian/Asian British: Indian,1082
2011,E09000025,Age 3 to 4,Asian/Asian British: Pakistani,1164
2011,E09000025,Age 3 to 4,Asian/Asian British: Bangladeshi,1604
2011,E09000025,Age 3 to 4,Asian/Asian British: Chinese,77
2011,E09000025,Age 3 to 4,Asian/Asian British: Other Asian,728
2011,E09000025,Age 3 to 4,Black/African/Caribbean/Black British: African,1791
2011,E09000025,Age 3 to 4,Black/African/Caribbean/Black British: Caribbean,380
2011,E09000025,Age 3 to 4,Black/African/Caribbean/Black British: Other Black,205
2011,E09000025,Age 3 to 4,Other ethnic group: Arab,133
2011,E09000025,Age 3 to 4,Other ethnic group: Any other ethnic group,246
2011,E09000025,Age 5 to 7,White: English/Welsh/Scottish/Northern Irish/British,1038
2011,E09000025,Age 5 to 7,White: Irish,27
2011,E09000025,Age 5 to 7,White: Gypsy or Irish Traveller,32
2011,E09000025,Age 5 to 7,White: Other White,1231
2011,E09000025,Age 5 to 7,Mixed/multiple ethnic group: White and Black Caribbean,107
2011,E09000025,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,138
2011,E09000025,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,67
2011,E09000025,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,116
2011,E09000025,Age 5 to 7,Asian/Asian British: Indian,1307
2011,E09000025,Age 5 to 7,Asian/Asian British: Pakistani,1646
2011,E09000025,Age 5 to 7,Asian/Asian British: Bangladeshi,2297
2011,E09000025,Age 5 to 7,Asian/Asian British: Chinese,63
2011,E09000025,Age 5 to 7,Asian/Asian British: Other Asian,1011
2011,E09000025,Age 5 to 7,Black/African/Caribbean/Black British: African,2367
2011,E09000025,Age 5 to 7,Black/African/Caribbean/Black British: Caribbean,581
2011,E09000025,Age 5 to 7,Black/African/Caribbean/Black British: Other Black,330
2011,E09000025,Age 5 to 7,Other ethnic group: Arab,187
2011,E09000025,Age 5 to 7,Other ethnic group: Any other ethnic group,301
2011,E09000025,Age 8 to 9,White: English/Welsh/Scottish/Northern Irish/British,722
2011,E09000025,Age 8 to 9,White: Irish,31
2011,E09000025,Age 8 to 9,White: Gypsy or Irish Traveller,25
2011,E09000025,Age 8 to 9,White: Other White,729
2011,E09000025,Age 8 to 9,Mixed/multiple ethnic group: White and Black Caribbean,76
2011,E09000025,Age 8 to 9,Mixed/multiple ethnic group: White and Black African,89
2011,E09000025,Age 8 to 9,Mixed/multiple ethnic group: White and Asian,36
2011,E09000025,Age 8 to 9,Mixed/multiple ethnic group: Other Mixed,84
2011,E09000025,Age 8 to 9,Asian/Asian British: Indian,804
2011,E09000025,Age 8 to 9,Asian/Asian British: Pakistani,1026
2011,E09000025,Age 8 to 9,Asian/Asian British: Bangladeshi,1437
2011,E09000025,Age 8 to 9,Asian/Asian British: Chinese,28
2011,E09000025,Age 8 to 9,Asian/Asian British: Other Asian,507
2011,E09000025,Age 8 to 9,Black/African/Caribbean/Black British: African,1486
2011,E09000025,Age 8 to 9,Black/African/Caribbean/Black British: Caribbean,387
2011,E09000025,Age 8 to 9,Black/African/Caribbean/Black British: Other Black,196
2011,E09000025,Age 8 to 9,Other ethnic group: Arab,114
2011,E09000025,Age 8 to 9,Other ethnic group: Any other ethnic group,211
2011,E09000025,Age 10 to 11,White: English/Welsh/Scottish/Northern Irish/British,810
2011,E09000025,Age 10 to 11,White: Irish,28
2011,E09000025,Age 10 to 11,White: Gypsy or Irish Traveller,26
2011,E09000025,Age 10 to 11,White: Other White,700
2011,E09000025,Age 10 to 11,Mixed/multiple ethnic group: White and Black Caribbean,56
2011,E09000025,Age 10 to 11,Mixed/multiple ethnic group: White and Black African,94
2011,E09000025,Age 10 to 11,Mixed/multiple ethnic group: White and Asian,31
2011,E09000025,Age 10 to 11,Mixed/multiple ethnic group: Other Mixed,72
2011,E09000025,Age 10 to 11,Asian/Asian British: Indian,743
2011,E09000025,Age 10 to 11,Asian/Asian British: Pakistani,913
2011,E09000025,Age 10 to 11,Asian/Asian British: Bangladeshi,1398
2011,E09000025,Age 10 to 11,Asian/Asian British: Chinese,29
2011,E09000025,Age 10 to 11,Asian/Asian British: Other Asian,465
2011,E09000025,Age 10 to 11,Black/African/Caribbean/Black British: African,1463
2011,E09000025,Age 10 to 11,Black/African/Caribbean/Black British: Caribbean,447
2011,E09000025,Age 10 to 11,Black/African/Caribbean/Black British: Other Black,215
2011,E09000025,Age 10 to 11,Other ethnic group: Arab,111
2011,E09000025,Age 10 to 11,Other ethnic group: Any other ethnic group,184
2011,E09000025,Age 12 to 14,White: English/Welsh/Scottish/Northern Irish/British,1430
2011,E09000025,Age 12 to 14,White: Irish,44
2011,E09000025,Age 12 to 14,White: Gypsy or Irish Traveller,39
2011,E09000025,Age 12 to 14,White: Other White,927
2011,E09000025,Age 12 to 14,Mixed/multiple ethnic group: White and Black Caribbean,94
2011,E09000025,Age 12 to 14,Mixed/multiple ethnic group: White and Black African,155
2011,E09000025,Age 12 to 14,Mixed/multiple ethnic group: White and Asian,70
2011,E09000025,Age 12 to 14,Mixed/multiple ethnic group: Other Mixed,84
2011,E09000025,Age 12 to 14,Asian/Asian British: Indian,1164
2011,E09000025,Age 12 to 14,Asian/Asian British: Pakistani,1331
2011,E09000025,Age 12 to 14,Asian/Asian British: Bangladeshi,2041
2011,E09000025,Age 12 to 14,Asian/Asian British: Chinese,50
2011,E09000025,Age 12 to 14,Asian/Asian British: Other Asian,670
2011,E09000025,Age 12 to 14,Black/African/Caribbean/Black British: African,2210
2011,E09000025,Age 12 to 14,Black/African/Caribbean/Black British: Caribbean,729
2011,E09000025,Age 12 to 14,Black/African/Caribbean/Black British: Other Black,301
2011,E09000025,Age 12 to 14,Other ethnic group: Arab,162
2011,E09000025,Age 12 to 14,Other ethnic group: Any other ethnic group,301
2011,E09000025,Age 15,White: English/Welsh/Scottish/Northern Irish/British,484
2011,E09000025,Age 15,White: Irish,25
2011,E09000025,Age 15,White: Gypsy or Irish Traveller,11
2011,E09000025,Age 15,White: Other White,332
2011,E09000025,Age 15,Mixed/multiple ethnic group: White and Black Caribbean,35
2011,E09000025,Age 15,Mixed/multiple ethnic group: White and Black African,57
2011,E09000025,Age 15,Mixed/multiple ethnic group: White and Asian,6
2011,E09000025,Age 15,Mixed/multiple ethnic group: Other Mixed,35
2011,E09000025,Age 15,Asian/Asian British: Indian,418
2011,E09000025,Age 15,Asian/Asian British: Pakistani,473
2011,E09000025,Age 15,Asian/Asian British: Bangladeshi,645
2011,E09000025,Age 15,Asian/Asian British: Chinese,26
2011,E09000025,Age 15,Asian/Asian British: Other Asian,256
2011,E09000025,Age 15,Black/African/Caribbean/Black British: African,778
2011,E09000025,Age 15,Black/African/Caribbean/Black British: Caribbean,265
2011,E09000025,Age 15,Black/African/Caribbean/Black British: Other Black,105
2011,E09000025,Age 15,Other ethnic group: Arab,37
2011,E09000025,Age 15,Other ethnic group: Any other ethnic group,101
2011,E09000025,Age 16,White: English/Welsh/Scottish/Northern Irish/British,454
2011,E09000025,Age 16,White: Irish,12
2011,E09000025,Age 16,White: Gypsy or Irish Traveller,5
2011,E09000025,Age 16,White: Other White,299
2011,E09000025,Age 16,Mixed/multiple ethnic group: White and Black Caribbean,41
2011,E09000025,Age 16,Mixed/multiple ethnic group: White and Black African,28
2011,E09000025,Age 16,Mixed/multiple ethnic group: White and Asian,21
2011,E09000025,Age 16,Mixed/multiple ethnic group: Other Mixed,28
2011,E09000025,Age 16,Asian/Asian British: Indian,368
2011,E09000025,Age 16,Asian/Asian British: Pakistani,426
2011,E09000025,Age 16,Asian/Asian British: Bangladeshi,560
2011,E09000025,Age 16,Asian/Asian British: Chinese,24
2011,E09000025,Age 16,Asian/Asian British: Other Asian,206
2011,E09000025,Age 16,Black/African/Caribbean/Black British: African,683
2011,E09000025,Age 16,Black/African/Caribbean/Black British: Caribbean,233
2011,E09000025,Age 16,Black/African/Caribbean/Black British: Other Black,86
2011,E09000025,Age 16,Other ethnic group: Arab,35
2011,E09000025,Age 16,Other ethnic group: Any other ethnic group,95
2011,E09000025,Age 17,White: English/Welsh/Scottish/Northern Irish/British,405
2011,E09000025,Age 17,White: Irish,14
2011,E09000025,Age 17,White: Gypsy or Irish Traveller,5
2011,E09000025,Age 17,White: Other White,261
2011,E09000025,Age 17,Mixed/multiple ethnic group: White and Black Caribbean,23
2011,E09000025,Age 17,Mixed/multiple ethnic group: White and Black African,16
2011,E09000025,Age 17,Mixed/multiple ethnic group: White and Asian,11
2011,E09000025,Age 17,Mixed/multiple ethnic group: Other Mixed,23
2011,E09000025,Age 17,Asian/Asian British: Indian,404
2011,E09000025,Age 17,Asian/Asian British: Pakistani,381
2011,E09000025,Age 17,Asian/Asian British: Bangladeshi,564
2011,E09000025,Age 17,Asian/Asian British: Chinese,24
2011,E09000025,Age 17,Asian/Asian British: Other Asian,224
2011,E09000025,Age 17,Black/African/Caribbean/Black British: African,597
2011,E09000025,Age 17,Black/African/Caribbean/Black British: Caribbean,238
2011,E09000025,Age 17,Black/African/Caribbean/Black British: Other Black,89
2011,E09000025,Age 17,Other ethnic group: Arab,29
2011,E09000025,Age 17,Other ethnic group: Any other ethnic group,55
2011,E09000025,Age 18,White: English/Welsh/Scottish/Northern Irish/British,287
2011,E09000025,Age 18,White: Irish,5
2011,E09000025,Age 18,White: Gypsy or Irish Traveller,8
2011,E09000025,Age 18,White: Other White,214
2011,E09000025,Age 18,Mixed/multiple ethnic group: White and Black Caribbean,12
2011,E09000025,Age 18,Mixed/multiple ethnic group: White and Black African,23
2011,E09000025,Age 18,Mixed/multiple ethnic group: White and Asian,9
2011,E09000025,Age 18,Mixed/multiple ethnic group: Other Mixed,18
2011,E09000025,Age 18,Asian/Asian British: Indian,357
2011,E09000025,Age 18,Asian/Asian British: Pakistani,388
2011,E09000025,Age 18,Asian/Asian British: Bangladeshi,456
2011,E09000025,Age 18,Asian/Asian British: Chinese,33
2011,E09000025,Age 18,Asian/Asian British: Other Asian,179
2011,E09000025,Age 18,Black/African/Caribbean/Black British: African,499
2011,E09000025,Age 18,Black/African/Caribbean/Black British: Caribbean,162
2011,E09000025,Age 18,Black/African/Caribbean/Black British: Other Black,60
2011,E09000025,Age 18,Other ethnic group: Arab,25
2011,E09000025,Age 18,Other ethnic group: Any other ethnic group,62
2011,E09000028,Age 0 to 2,White: English/Welsh/Scottish/Northern Irish/British,4265
2011,E09000028,Age 0 to 2,White: Irish,163
2011,E09000028,Age 0 to 2,White: Gypsy or Irish Traveller,20
2011,E09000028,Age 0 to 2,White: Other White,1456
2011,E09000028,Age 0 to 2,Mixed/multiple ethnic group: White and Black Caribbean,193
2011,E09000028,Age 0 to 2,Mixed/multiple ethnic group: White and Black African,139
2011,E09000028,Age 0 to 2,Mixed/multiple ethnic group: White and Asian,86
2011,E09000028,Age 0 to 2,Mixed/multiple ethnic group: Other Mixed,156
2011,E09000028,Age 0 to 2,Asian/Asian British: Indian,276
2011,E09000028,Age 0 to 2,Asian/Asian British: Pakistani,105
2011,E09000028,Age 0 to 2,Asian/Asian British: Bangladeshi,258
2011,E09000028,Age 0 to 2,Asian/Asian British: Chinese,229
2011,E09000028,Age 0 to 2,Asian/Asian British: Other Asian,351
2011,E09000028,Age 0 to 2,Black/African/Caribbean/Black British: African,3549
2011,E09000028,Age 0 to 2,Black/African/Caribbean/Black British: Caribbean,759
2011,E09000028,Age 0 to 2,Black/African/Caribbean/Black British: Other Black,408
2011,E09000028,Age 0 to 2,Other ethnic group: Arab,221
2011,E09000028,Age 0 to 2,Other ethnic group: Any other ethnic group,400
2011,E09000028,Age 3 to 4,White: English/Welsh/Scottish/Northern Irish/British,2254
2011,E09000028,Age 3 to 4,White: Irish,96
2011,E09000028,Age 3 to 4,White: Gypsy or Irish Traveller,8
2011,E09000028,Age 3 to 4,White: Other White,756
2011,E09000028,Age 3 to 4,Mixed/multiple ethnic group: White and Black Caribbean,128
2011,E09000028,Age 3 to 4,Mixed/multiple ethnic group: White and Black African,87
2011,E09000028,Age 3 to 4,Mixed/multiple ethnic group: White and Asian,56
2011,E09000028,Age 3 to 4,Mixed/multiple ethnic group: Other Mixed,101
2011,E09000028,Age 3 to 4,Asian/Asian British: Indian,103
2011,E09000028,Age 3 to 4,Asian/Asian British: Pakistani,46
2011,E09000028,Age 3 to 4,Asian/Asian British: Bangladeshi,191
2011,E09000028,Age 3 to 4,Asian/Asian British: Chinese,118
2011,E09000028,Age 3 to 4,Asian/Asian British: Other Asian,224
2011,E09000028,Age 3 to 4,Black/African/Caribbean/Black British: African,2381
2011,E09000028,Age 3 to 4,Black/African/Caribbean/Black British: Caribbean,506
2011,E09000028,Age 3 to 4,Black/African/Caribbean/Black British: Other Black,234
2011,E09000028,Age 3 to 4,Other ethnic group: Arab,112
2011,E09000028,Age 3 to 4,Other ethnic group: Any other ethnic group,286
2011,E09000028,Age 5 to 7,White: English/Welsh/Scottish/Northern Irish/British,2780
2011,E09000028,Age 5 to 7,White: Irish,121
2011,E09000028,Age 5 to 7,White: Gypsy or Irish Traveller,21
2011,E09000028,Age 5 to 7,White: Other White,807
2011,E09000028,Age 5 to 7,Mixed/multiple ethnic group: White and Black Caribbean,154
2011,E09000028,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,132
2011,E09000028,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,50
2011,E09000028,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,117
2011,E09000028,Age 5 to 7,Asian/Asian British: Indian,133
2011,E09000028,Age 5 to 7,Asian/Asian British: Pakistani,71
2011,E09000028,Age 5 to 7,Asian/Asian British: Bangladeshi,248
2011,E09000028,Age 5 to 7,Asian/Asian British: Chinese,118
2011,E09000028,Age 5 to 7,Asian/Asian British: Other Asian,270
2011,E09000028,Age 5 to 7,Black/African/Caribbean/Black British: African,3236
2011,E09000028,Age 5 to 7,Black/African/Caribbean/Black British: Caribbean,811
2011,E09000028,Age 5 to 7,Black/African/Caribbean/Black British: Other Black,317
2011,E09000028,Age 5 to 7,Other ethnic group: Arab,115
2011,E09000028,Age 5 to 7,Other ethnic group: Any other ethnic group,329
2011,E09000028,Age 8 to 9,White: English/Welsh/Scottish/Northern Irish/British,1621
2011,E09000028,Age 8 to 9,White: Irish,87
2011,E09000028,Age 8 to 9,White: Gypsy or Irish Traveller,7
2011,E09000028,Age 8 to 9,White: Other White,466
2011,E09000028,Age 8 to 9,Mixed/multiple ethnic group: White and Black Caribbean,99
2011,E09000028,Age 8 to 9,Mixed/multiple ethnic group: White and Black African,65
2011,E09000028,Age 8 to 9,Mixed/multiple ethnic group: White and Asian,22
2011,E09000028,Age 8 to 9,Mixed/multiple ethnic group: Other Mixed,70
2011,E09000028,Age 8 to 9,Asian/Asian British: Indian,58
2011,E09000028,Age 8 to 9,Asian/Asian British: Pakistani,31
2011,E09000028,Age 8 to 9,Asian/Asian British: Bangladeshi,160
2011,E09000028,Age 8 to 9,Asian/Asian British: Chinese,77
2011,E09000028,Age 8 to 9,Asian/Asian British: Other Asian,100
2011,E09000028,Age 8 to 9,Black/African/Caribbean/Black British: African,1834
2011,E09000028,Age 8 to 9,Black/African/Caribbean/Black British: Caribbean,526
2011,E09000028,Age 8 to 9,Black/African/Caribbean/Black British: Other Black,248
2011,E09000028,Age 8 to 9,Other ethnic group: Arab,71
2011,E09000028,Age 8 to 9,Other ethnic group: Any other ethnic group,176
2011,E09000028,Age 10 to 11,White: English/Welsh/Scottish/Northern Irish/British,1645
2011,E09000028,Age 10 to 11,White: Irish,88
2011,E09000028,Age 10 to 11,White: Gypsy or Irish Traveller,5
2011,E09000028,Age 10 to 11,White: Other White,423
2011,E09000028,Age 10 to 11,Mixed/multiple ethnic group: White and Black Caribbean,102
2011,E09000028,Age 10 to 11,Mixed/multiple ethnic group: White and Black African,54
2011,E09000028,Age 10 to 11,Mixed/multiple ethnic group: White and Asian,17
2011,E09000028,Age 10 to 11,Mixed/multiple ethnic group: Other Mixed,63
2011,E09000028,Age 10 to 11,Asian/Asian British: Indian,51
2011,E09000028,Age 10 to 11,Asian/Asian British: Pakistani,25
2011,E09000028,Age 10 to 11,Asian/Asian British: Bangladeshi,137
2011,E09000028,Age 10 to 11,Asian/Asian British: Chinese,98
2011,E09000028,Age 10 to 11,Asian/Asian British: Other Asian,138
2011,E09000028,Age 10 to 11,Black/African/Caribbean/Black British: African,1733
2011,E09000028,Age 10 to 11,Black/African/Caribbean/Black British: Caribbean,540
2011,E09000028,Age 10 to 11,Black/African/Caribbean/Black British: Other Black,225
