date,geography_code,age_of_dependent_child_name,c_ethhuk11_name,obs_value
2011,E09000007,Age 0 to 2,White: English/Welsh/Scottish/Northern Irish/British,2796
2011,E09000007,Age 0 to 2,White: Irish,178
2011,E09000007,Age 0 to 2,White: Gypsy or Irish Traveller,6
2011,E09000007,Age 0 to 2,White: Other White,1882
2011,E09000007,Age 0 to 2,Mixed/multiple ethnic group: White and Black Caribbean,75
2011,E09000007,Age 0 to 2,Mixed/multiple ethnic group: White and Black African,53
2011,E09000007,Age 0 to 2,Mixed/multiple ethnic group: White and Asian,87
2011,E09000007,Age 0 to 2,Mixed/multiple ethnic group: Other Mixed,165
2011,E09000007,Age 0 to 2,Asian/Asian British: Indian,219
2011,E09000007,Age 0 to 2,Asian/Asian British: Pakistani,83
2011,E09000007,Age 0 to 2,Asian/Asian British: Bangladeshi,838
2011,E09000007,Age 0 to 2,Asian/Asian British: Chinese,109
2011,E09000007,Age 0 to 2,Asian/Asian British: Other Asian,308
2011,E09000007,Age 0 to 2,Black/African/Caribbean/Black British: African,761
2011,E09000007,Age 0 to 2,Black/African/Caribbean/Black British: Caribbean,116
2011,E09000007,Age 0 to 2,Black/African/Caribbean/Black British: Other Black,143
2011,E09000007,Age 0 to 2,Other ethnic group: Arab,197
2011,E09000007,Age 0 to 2,Other ethnic group: Any other ethnic group,211
2011,E09000007,Age 3 to 4,White: English/Welsh/Scottish/Northern Irish/British,1632
2011,E09000007,Age 3 to 4,White: Irish,80
2011,E09000007,Age 3 to 4,White: Gypsy or Irish Traveller,4
2011,E09000007,Age 3 to 4,White: Other White,1031
2011,E09000007,Age 3 to 4,Mixed/multiple ethnic group: White and Black Caribbean,60
2011,E09000007,Age 3 to 4,Mixed/multiple ethnic group: White and Black African,37
2011,E09000007,Age 3 to 4,Mixed/multiple ethnic group: White and Asian,61
2011,E09000007,Age 3 to 4,Mixed/multiple ethnic group: Other Mixed,47
2011,E09000007,Age 3 to 4,Asian/Asian British: Indian,121
2011,E09000007,Age 3 to 4,Asian/Asian British: Pakistani,57
2011,E09000007,Age 3 to 4,Asian/Asian British: Bangladeshi,556
2011,E09000007,Age 3 to 4,Asian/Asian British: Chinese,56
2011,E09000007,Age 3 to 4,Asian/Asian British: Other Asian,171
2011,E09000007,Age 3 to 4,Black/African/Caribbean/Black British: African,562
2011,E09000007,Age 3 to 4,Black/African/Caribbean/Black British: Caribbean,88
2011,E09000007,Age 3 to 4,Black/African/Caribbean/Black British: Other Black,100
2011,E09000007,Age 3 to 4,Other ethnic group: Arab,117
2011,E09000007,Age 3 to 4,Other ethnic group: Any other ethnic group,129
2011,E09000007,Age 5 to 7,White: English/Welsh/Scottish/Northern Irish/British,2202
2011,E09000007,Age 5 to 7,White: Irish,125
2011,E09000007,Age 5 to 7,White: Gypsy or Irish Traveller,4
2011,E09000007,Age 5 to 7,White: Other White,1229
2011,E09000007,Age 5 to 7,Mixed/multiple ethnic group: White and Black Caribbean,69
2011,E09000007,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,44
2011,E09000007,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,72
2011,E09000007,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,74
2011,E09000007,Age 5 to 7,Asian/Asian British: Indian,127
2011,E09000007,Age 5 to 7,Asian/Asian British: Pakistani,56
2011,E09000007,Age 5 to 7,Asian/Asian British: Bangladeshi,869
2011,E09000007,Age 5 to 7,Asian/Asian British: Chinese,73
2011,E09000007,Age 5 to 7,Asian/Asian British: Other Asian,270
2011,E09000007,Age 5 to 7,Black/African/Caribbean/Black British: African,951
2011,E09000007,Age 5 to 7,Black/African/Caribbean/Black British: Caribbean,119
2011,E09000007,Age 5 to 7,Black/African/Caribbean/Black British: Other Black,164
2011,E09000007,Age 5 to 7,Other ethnic group: Arab,177
2011,E09000007,Age 5 to 7,Other ethnic group: Any other ethnic group,144
2011,E09000007,Age 8 to 9,White: English/Welsh/Scottish/Northern Irish/British,1351
2011,E09000007,Age 8 to 9,White: Irish,83
2011,E09000007,Age 8 to 9,White: Gypsy or Irish Traveller,2
2011,E09000007,Age 8 to 9,White: Other White,747
2011,E09000007,Age 8 to 9,Mixed/multiple ethnic group: White and Black Caribbean,32
2011,E09000007,Age 8 to 9,Mixed/multiple ethnic group: White and Black African,27
2011,E09000007,Age 8 to 9,Mixed/multiple ethnic group: White and Asian,44
2011,E09000007,Age 8 to 9,Mixed/multiple ethnic group: Other Mixed,45
2011,E09000007,Age 8 to 9,Asian/Asian British: Indian,66
2011,E09000007,Age 8 to 9,Asian/Asian British: Pakistani,31
2011,E09000007,Age 8 to 9,Asian/Asian British: Bangladeshi,575
2011,E09000007,Age 8 to 9,Asian/Asian British: Chinese,43
2011,E09000007,Age 8 to 9,Asian/Asian British: Other Asian,112
2011,E09000007,Age 8 to 9,Black/African/Caribbean/Black British: African,615
2011,E09000007,Age 8 to 9,Black/African/Caribbean/Black British: Caribbean,74
2011,E09000007,Age 8 to 9,Black/African/Caribbean/Black British: Other Black,86
2011,E09000007,Age 8 to 9,Other ethnic group: Arab,91
2011,E09000007,Age 8 to 9,Other ethnic group: Any other ethnic group,91
2011,E09000007,Age 10 to 11,White: English/Welsh/Scottish/Northern Irish/British,1379
2011,E09000007,Age 10 to 11,White: Irish,86
2011,E09000007,Age 10 to 11,White: Gypsy or Irish Traveller,3
2011,E09000007,Age 10 to 11,White: Other White,701
2011,E09000007,Age 10 to 11,Mixed/multiple ethnic group: White and Black Caribbean,39
2011,E09000007,Age 10 to 11,Mixed/multiple ethnic group: White and Black African,28
2011,E09000007,Age 10 to 11,Mixed/multiple ethnic group: White and Asian,27
2011,E09000007,Age 10 to 11,Mixed/multiple ethnic group: Other Mixed,95
2011,E09000007,Age 10 to 11,Asian/Asian British: Indian,76
2011,E09000007,Age 10 to 11,Asian/Asian British: Pakistani,35
2011,E09000007,Age 10 to 11,Asian/Asian British: Bangladeshi,564
2011,E09000007,Age 10 to 11,Asian/Asian British: Chinese,53
2011,E09000007,Age 10 to 11,Asian/Asian British: Other Asian,123
2011,E09000007,Age 10 to 11,Black/African/Caribbean/Black British: African,466
2011,E09000007,Age 10 to 11,Black/African/Caribbean/Black British: Caribbean,70
2011,E09000007,Age 10 to 11,Black/African/Caribbean/Black British: Other Black,84
2011,E09000007,Age 10 to 11,Other ethnic group: Arab,116
2011,E09000007,Age 10 to 11,Other ethnic group: Any other ethnic group,106
2011,E09000007,Age 12 to 14,White: English/Welsh/Scottish/Northern Irish/British,1890
2011,E09000007,Age 12 to 14,White: Irish,133
2011,E09000007,Age 12 to 14,White: Gypsy or Irish Traveller,5
2011,E09000007,Age 12 to 14,White: Other White,849
2011,E09000007,Age 12 to 14,Mixed/multiple ethnic group: White and Black Caribbean,66
2011,E09000007,Age 12 to 14,Mixed/multiple ethnic group: White and Black African,47
2011,E09000007,Age 12 to 14,Mixed/multiple ethnic group: White and Asian,52
2011,E09000007,Age 12 to 14,Mixed/multiple ethnic group: Other Mixed,75
2011,E09000007,Age 12 to 14,Asian/Asian British: Indian,71
2011,E09000007,Age 12 to 14,Asian/Asian British: Pakistani,43
2011,E09000007,Age 12 to 14,Asian/Asian British: Bangladeshi,723
2011,E09000007,Age 12 to 14,Asian/Asian British: Chinese,60
2011,E09000007,Age 12 to 14,Asian/Asian British: Other Asian,203
2011,E09000007,Age 12 to 14,Black/African/Caribbean/Black British: African,664
2011,E09000007,Age 12 to 14,Black/African/Caribbean/Black British: Caribbean,150
2011,E09000007,Age 12 to 14,Black/African/Caribbean/Black British: Other Black,178
2011,E09000007,Age 12 to 14,Other ethnic group: Arab,121
2011,E09000007,Age 12 to 14,Other ethnic group: Any other ethnic group,191
2011,E09000007,Age 15,White: English/Welsh/Scottish/Northern Irish/British,635
2011,E09000007,Age 15,White: Irish,43
2011,E09000007,Age 15,White: Gypsy or Irish Traveller,4
2011,E09000007,Age 15,White: Other White,287
2011,E09000007,Age 15,Mixed/multiple ethnic group: White and Black Caribbean,21
2011,E09000007,Age 15,Mixed/multiple ethnic group: White and Black African,23
2011,E09000007,Age 15,Mixed/multiple ethnic group: White and Asian,17
2011,E09000007,Age 15,Mixed/multiple ethnic group: Other Mixed,20
2011,E09000007,Age 15,Asian/Asian British: Indian,29
2011,E09000007,Age 15,Asian/Asian British: Pakistani,5
2011,E09000007,Age 15,Asian/Asian British: Bangladeshi,244
2011,E09000007,Age 15,Asian/Asian British: Chinese,12
2011,E09000007,Age 15,Asian/Asian British: Other Asian,64
2011,E09000007,Age 15,Black/African/Caribbean/Black British: African,213
2011,E09000007,Age 15,Black/African/Caribbean/Black British: Caribbean,38
2011,E09000007,Age 15,Black/African/Caribbean/Black British: Other Black,57
2011,E09000007,Age 15,Other ethnic group: Arab,37
2011,E09000007,Age 15,Other ethnic group: Any other ethnic group,53
2011,E09000007,Age 16,White: English/Welsh/Scottish/Northern Irish/British,590
2011,E09000007,Age 16,White: Irish,42
2011,E09000007,Age 16,White: Gypsy or Irish Traveller,1
2011,E09000007,Age 16,White: Other White,228
2011,E09000007,Age 16,Mixed/multiple ethnic group: White and Black Caribbean,16
2011,E09000007,Age 16,Mixed/multiple ethnic group: White and Black African,17
2011,E09000007,Age 16,Mixed/multiple ethnic group: White and Asian,9
2011,E09000007,Age 16,Mixed/multiple ethnic group: Other Mixed,25
2011,E09000007,Age 16,Asian/Asian British: Indian,16
2011,E09000007,Age 16,Asian/Asian British: Pakistani,32
2011,E09000007,Age 16,Asian/Asian British: Bangladeshi,199
2011,E09000007,Age 16,Asian/Asian British: Chinese,16
2011,E09000007,Age 16,Asian/Asian British: Other Asian,44
2011,E09000007,Age 16,Black/African/Caribbean/Black British: African,195
2011,E09000007,Age 16,Black/African/Caribbean/Black British: Caribbean,45
2011,E09000007,Age 16,Black/African/Caribbean/Black British: Other Black,55
2011,E09000007,Age 16,Other ethnic group: Arab,29
2011,E09000007,Age 16,Other ethnic group: Any other ethnic group,42
2011,E09000007,Age 17,White: English/Welsh/Scottish/Northern Irish/British,599
2011,E09000007,Age 17,White: Irish,29
2011,E09000007,Age 17,White: Gypsy or Irish Traveller,2
2011,E09000007,Age 17,White: Other White,223
2011,E09000007,Age 17,Mixed/multiple ethnic group: White and Black Caribbean,5
2011,E09000007,Age 17,Mixed/multiple ethnic group: White and Black African,7
2011,E09000007,Age 17,Mixed/multiple ethnic group: White and Asian,12
2011,E09000007,Age 17,Mixed/multiple ethnic group: Other Mixed,21
2011,E09000007,Age 17,Asian/Asian British: Indian,28
2011,E09000007,Age 17,Asian/Asian British: Pakistani,11
2011,E09000007,Age 17,Asian/Asian British: Bangladeshi,182
2011,E09000007,Age 17,Asian/Asian British: Chinese,21
2011,E09000007,Age 17,Asian/Asian British: Other Asian,55
2011,E09000007,Age 17,Black/African/Caribbean/Black British: African,176
2011,E09000007,Age 17,Black/African/Caribbean/Black British: Caribbean,36
2011,E09000007,Age 17,Black/African/Caribbean/Black British: Other Black,50
2011,E09000007,Age 17,Other ethnic group: Arab,18
2011,E09000007,Age 17,Other ethnic group: Any other ethnic group,44
2011,E09000007,Age 18,White: English/Welsh/Scottish/Northern Irish/British,428
2011,E09000007,Age 18,White: Irish,20
2011,E09000007,Age 18,White: Gypsy or Irish Traveller,0
2011,E09000007,Age 18,White: Other White,166
2011,E09000007,Age 18,Mixed/multiple ethnic group: White and Black Caribbean,7
2011,E09000007,Age 18,Mixed/multiple ethnic group: White and Black African,11
2011,E09000007,Age 18,Mixed/multiple ethnic group: White and Asian,5
2011,E09000007,Age 18,Mixed/multiple ethnic group: Other Mixed,6
2011,E09000007,Age 18,Asian/Asian British: Indian,19
2011,E09000007,Age 18,Asian/Asian British: Pakistani,17
2011,E09000007,Age 18,Asian/Asian British: Bangladeshi,160
2011,E09000007,Age 18,Asian/Asian British: Chinese,18
2011,E09000007,Age 18,Asian/Asian British: Other Asian,49
2011,E09000007,Age 18,Black/African/Caribbean/Black British: African,127
2011,E09000007,Age 18,Black/African/Caribbean/Black British: Caribbean,30
2011,E09000007,Age 18,Black/African/Caribbean/Black British: Other Black,42
2011,E09000007,Age 18,Other ethnic group: Arab,28
2011,E09000007,Age 18,Other ethnic group: Any other ethnic group,38
2011,E09000001,Age 0 to 2,White: English/Welsh/Scottish/Northern Irish/British,83
2011,E09000001,Age 0 to 2,White: Irish,3
2011,E09000001,Age 0 to 2,White: Gypsy or Irish Traveller,0
2011,E09000001,Age 0 to 2,White: Other White,36
2011,E09000001,Age 0 to 2,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 0 to 2,Mixed/multiple ethnic group: White and Black African,3
2011,E09000001,Age 0 to 2,Mixed/multiple ethnic group: White and Asian,2
2011,E09000001,Age 0 to 2,Mixed/multiple ethnic group: Other Mixed,8
2011,E09000001,Age 0 to 2,Asian/Asian British: Indian,3
2011,E09000001,Age 0 to 2,Asian/Asian British: Pakistani,0
2011,E09000001,Age 0 to 2,Asian/Asian British: Bangladeshi,7
2011,E09000001,Age 0 to 2,Asian/Asian British: Chinese,4
2011,E09000001,Age 0 to 2,Asian/Asian British: Other Asian,4
2011,E09000001,Age 0 to 2,Black/African/Caribbean/Black British: African,3
2011,E09000001,Age 0 to 2,Black/African/Caribbean/Black British: Caribbean,3
2011,E09000001,Age 0 to 2,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 0 to 2,Other ethnic group: Arab,2
2011,E09000001,Age 0 to 2,Other ethnic group: Any other ethnic group,2
2011,E09000001,Age 3 to 4,White: English/Welsh/Scottish/Northern Irish/British,29
2011,E09000001,Age 3 to 4,White: Irish,2
2011,E09000001,Age 3 to 4,White: Gypsy or Irish Traveller,0
2011,E09000001,Age 3 to 4,White: Other White,20
2011,E09000001,Age 3 to 4,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 3 to 4,Mixed/multiple ethnic group: White and Black African,1
2011,E09000001,Age 3 to 4,Mixed/multiple ethnic group: White and Asian,0
2011,E09000001,Age 3 to 4,Mixed/multiple ethnic group: Other Mixed,2
2011,E09000001,Age 3 to 4,Asian/Asian British: Indian,5
2011,E09000001,Age 3 to 4,Asian/Asian British: Pakistani,0
2011,E09000001,Age 3 to 4,Asian/Asian British: Bangladeshi,6
2011,E09000001,Age 3 to 4,Asian/Asian British: Chinese,0
2011,E09000001,Age 3 to 4,Asian/Asian British: Other Asian,2
2011,E09000001,Age 3 to 4,Black/African/Caribbean/Black British: African,2
2011,E09000001,Age 3 to 4,Black/African/Caribbean/Black British: Caribbean,2
2011,E09000001,Age 3 to 4,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 3 to 4,Other ethnic group: Arab,2
2011,E09000001,Age 3 to 4,Other ethnic group: Any other ethnic group,0
2011,E09000001,Age 5 to 7,White: English/Welsh/Scottish/Northern Irish/British,59
2011,E09000001,Age 5 to 7,White: Irish,0
2011,E09000001,Age 5 to 7,White: Gypsy or Irish Traveller,1
2011,E09000001,Age 5 to 7,White: Other White,16
2011,E09000001,Age 5 to 7,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,0
2011,E09000001,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,0
2011,E09000001,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,7
2011,E09000001,Age 5 to 7,Asian/Asian British: Indian,3
2011,E09000001,Age 5 to 7,Asian/Asian British: Pakistani,0
2011,E09000001,Age 5 to 7,Asian/Asian British: Bangladeshi,10
2011,E09000001,Age 5 to 7,Asian/Asian British: Chinese,2
2011,E09000001,Age 5 to 7,Asian/Asian British: Other Asian,3
2011,E09000001,Age 5 to 7,Black/African/Caribbean/Black British: African,9
2011,E09000001,Age 5 to 7,Black/African/Caribbean/Black British: Caribbean,2
2011,E09000001,Age 5 to 7,Black/African/Caribbean/Black British: Other Black,2
2011,E09000001,Age 5 to 7,Other ethnic group: Arab,1
2011,E09000001,Age 5 to 7,Other ethnic group: Any other ethnic group,1
2011,E09000001,Age 8 to 9,White: English/Welsh/Scottish/Northern Irish/British,27
2011,E09000001,Age 8 to 9,White: Irish,2
2011,E09000001,Age 8 to 9,White: Gypsy or Irish Traveller,0
2011,E09000001,Age 8 to 9,White: Other White,11
2011,E09000001,Age 8 to 9,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 8 to 9,Mixed/multiple ethnic group: White and Black African,0
2011,E09000001,Age 8 to 9,Mixed/multiple ethnic group: White and Asian,0
2011,E09000001,Age 8 to 9,Mixed/multiple ethnic group: Other Mixed,1
2011,E09000001,Age 8 to 9,Asian/Asian British: Indian,2
2011,E09000001,Age 8 to 9,Asian/Asian British: Pakistani,0
2011,E09000001,Age 8 to 9,Asian/Asian British: Bangladeshi,16
2011,E09000001,Age 8 to 9,Asian/Asian British: Chinese,0
2011,E09000001,Age 8 to 9,Asian/Asian British: Other Asian,2
2011,E09000001,Age 8 to 9,Black/African/Caribbean/Black British: African,1
2011,E09000001,Age 8 to 9,Black/African/Caribbean/Black British: Caribbean,1
2011,E09000001,Age 8 to 9,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 8 to 9,Other ethnic group: Arab,0
2011,E09000001,Age 8 to 9,Other ethnic group: Any other ethnic group,0
2011,E09000001,Age 10 to 11,White: English/Welsh/Scottish/Northern Irish/British,24
2011,E09000001,Age 10 to 11,White: Irish,3
2011,E09000001,Age 10 to 11,White: Gypsy or Irish Traveller,1
2011,E09000001,Age 10 to 11,White: Other White,5
2011,E09000001,Age 10 to 11,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 10 to 11,Mixed/multiple ethnic group: White and Black African,0
2011,E09000001,Age 10 to 11,Mixed/multiple ethnic group: White and Asian,0
2011,E09000001,Age 10 to 11,Mixed/multiple ethnic group: Other Mixed,0
2011,E09000001,Age 10 to 11,Asian/Asian British: Indian,0
2011,E09000001,Age 10 to 11,Asian/Asian British: Pakistani,0
2011,E09000001,Age 10 to 11,Asian/Asian British: Bangladeshi,7
2011,E09000001,Age 10 to 11,Asian/Asian British: Chinese,1
2011,E09000001,Age 10 to 11,Asian/Asian British: Other Asian,6
2011,E09000001,Age 10 to 11,Black/African/Caribbean/Black British: African,3
2011,E09000001,Age 10 to 11,Black/African/Caribbean/Black British: Caribbean,4
2011,E09000001,Age 10 to 11,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 10 to 11,Other ethnic group: Arab,1
2011,E09000001,Age 10 to 11,Other ethnic group: Any other ethnic group,0
2011,E09000001,Age 12 to 14,White: English/Welsh/Scottish/Northern Irish/British,42
2011,E09000001,Age 12 to 14,White: Irish,2
2011,E09000001,Age 12 to 14,White: Gypsy or Irish Traveller,0
2011,E09000001,Age 12 to 14,White: Other White,9
2011,E09000001,Age 12 to 14,Mixed/multiple ethnic group: White and Black Caribbean,2
2011,E09000001,Age 12 to 14,Mixed/multiple ethnic group: White and Black African,0
2011,E09000001,Age 12 to 14,Mixed/multiple ethnic group: White and Asian,1
2011,E09000001,Age 12 to 14,Mixed/multiple ethnic group: Other Mixed,2
2011,E09000001,Age 12 to 14,Asian/Asian British: Indian,1
2011,E09000001,Age 12 to 14,Asian/Asian British: Pakistani,0
2011,E09000001,Age 12 to 14,Asian/Asian British: Bangladeshi,15
2011,E09000001,Age 12 to 14,Asian/Asian British: Chinese,3
2011,E09000001,Age 12 to 14,Asian/Asian British: Other Asian,3
2011,E09000001,Age 12 to 14,Black/African/Caribbean/Black British: African,3
2011,E09000001,Age 12 to 14,Black/African/Caribbean/Black British: Caribbean,1
2011,E09000001,Age 12 to 14,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 12 to 14,Other ethnic group: Arab,3
2011,E09000001,Age 12 to 14,Other ethnic group: Any other ethnic group,2
2011,E09000001,Age 15,White: English/Welsh/Scottish/Northern Irish/British,14
2011,E09000001,Age 15,White: Irish,0
2011,E09000001,Age 15,White: Gypsy or Irish Traveller,0
2011,E09000001,Age 15,White: Other White,10
2011,E09000001,Age 15,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 15,Mixed/multiple ethnic group: White and Black African,0
2011,E09000001,Age 15,Mixed/multiple ethnic group: White and Asian,0
2011,E09000001,Age 15,Mixed/multiple ethnic group: Other Mixed,0
2011,E09000001,Age 15,Asian/Asian British: Indian,0
2011,E09000001,Age 15,Asian/Asian British: Pakistani,0
2011,E09000001,Age 15,Asian/Asian British: Bangladeshi,5
2011,E09000001,Age 15,Asian/Asian British: Chinese,0
2011,E09000001,Age 15,Asian/Asian British: Other Asian,2
2011,E09000001,Age 15,Black/African/Caribbean/Black British: African,1
2011,E09000001,Age 15,Black/African/Caribbean/Black British: Caribbean,1
2011,E09000001,Age 15,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 15,Other ethnic group: Arab,0
2011,E09000001,Age 15,Other ethnic group: Any other ethnic group,0
2011,E09000001,Age 16,White: English/Welsh/Scottish/Northern Irish/British,13
2011,E09000001,Age 16,White: Irish,0
2011,E09000001,Age 16,White: Gypsy or Irish Traveller,0
2011,E09000001,Age 16,White: Other White,3
2011,E09000001,Age 16,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 16,Mixed/multiple ethnic group: White and Black African,0
2011,E09000001,Age 16,Mixed/multiple ethnic group: White and Asian,0
2011,E09000001,Age 16,Mixed/multiple ethnic group: Other Mixed,0
2011,E09000001,Age 16,Asian/Asian British: Indian,2
2011,E09000001,Age 16,Asian/Asian British: Pakistani,0
2011,E09000001,Age 16,Asian/Asian British: Bangladeshi,3
2011,E09000001,Age 16,Asian/Asian British: Chinese,1
2011,E09000001,Age 16,Asian/Asian British: Other Asian,1
2011,E09000001,Age 16,Black/African/Caribbean/Black British: African,0
2011,E09000001,Age 16,Black/African/Caribbean/Black British: Caribbean,0
2011,E09000001,Age 16,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 16,Other ethnic group: Arab,1
2011,E09000001,Age 16,Other ethnic group: Any other ethnic group,0
2011,E09000001,Age 17,White: English/Welsh/Scottish/Northern Irish/British,11
2011,E09000001,Age 17,White: Irish,0
2011,E09000001,Age 17,White: Gypsy or Irish Traveller,0
2011,E09000001,Age 17,White: Other White,3
2011,E09000001,Age 17,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 17,Mixed/multiple ethnic group: White and Black African,0
2011,E09000001,Age 17,Mixed/multiple ethnic group: White and Asian,0
2011,E09000001,Age 17,Mixed/multiple ethnic group: Other Mixed,0
2011,E09000001,Age 17,Asian/Asian British: Indian,0
2011,E09000001,Age 17,Asian/Asian British: Pakistani,0
2011,E09000001,Age 17,Asian/Asian British: Bangladeshi,5
2011,E09000001,Age 17,Asian/Asian British: Chinese,0
2011,E09000001,Age 17,Asian/Asian British: Other Asian,2
2011,E09000001,Age 17,Black/African/Caribbean/Black British: African,0
2011,E09000001,Age 17,Black/African/Caribbean/Black British: Caribbean,1
2011,E09000001,Age 17,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 17,Other ethnic group: Arab,0
2011,E09000001,Age 17,Other ethnic group: Any other ethnic group,0
2011,E09000001,Age 18,White: English/Welsh/Scottish/Northern Irish/British,6
2011,E09000001,Age 18,White: Irish,0
2011,E09000001,Age 18,White: Gypsy or Irish Traveller,0
2011,E09000001,Age 18,White: Other White,0
2011,E09000001,Age 18,Mixed/multiple ethnic group: White and Black Caribbean,0
2011,E09000001,Age 18,Mixed/multiple ethnic group: White and Black African,0
2011,E09000001,Age 18,Mixed/multiple ethnic group: White and Asian,0
2011,E09000001,Age 18,Mixed/multiple ethnic group: Other Mixed,0
2011,E09000001,Age 18,Asian/Asian British: Indian,0
2011,E09000001,Age 18,Asian/Asian British: Pakistani,2
2011,E09000001,Age 18,Asian/Asian British: Bangladeshi,4
2011,E09000001,Age 18,Asian/Asian British: Chinese,0
2011,E09000001,Age 18,Asian/Asian British: Other Asian,1
2011,E09000001,Age 18,Black/African/Caribbean/Black British: African,0
2011,E09000001,Age 18,Black/African/Caribbean/Black British: Caribbean,0
2011,E09000001,Age 18,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Age 18,Other ethnic group: Arab,0
2011,E09000001,Age 18,Other ethnic group: Any other ethnic group,1
2011,E09000012,Age 0 to 2,White: English/Welsh/Scottish/Northern Irish/British,3813
2011,E09000012,Age 0 to 2,White: Irish,155
2011,E09000012,Age 0 to 2,White: Gypsy or Irish Traveller,32
2011,E09000012,Age 0 to 2,White: Other White,2185
2011,E09000012,Age 0 to 2,Mixed/multiple ethnic group: White and Black Caribbean,180
2011,E09000012,Age 0 to 2,Mixed/multiple ethnic group: White and Black African,114
2011,E09000012,Age 0 to 2,Mixed/multiple ethnic group: White and Asian,91
2011,E09000012,Age 0 to 2,Mixed/multiple ethnic group: Other Mixed,160
2011,E09000012,Age 0 to 2,Asian/Asian British: Indian,365
2011,E09000012,Age 0 to 2,Asian/Asian British: Pakistani,123
2011,E09000012,Age 0 to 2,Asian/Asian British: Bangladeshi,413
2011,E09000012,Age 0 to 2,Asian/Asian British: Chinese,126
2011,E09000012,Age 0 to 2,Asian/Asian British: Other Asian,298
2011,E09000012,Age 0 to 2,Black/African/Caribbean/Black British: African,1844
2011,E09000012,Age 0 to 2,Black/African/Caribbean/Black British: Caribbean,798
2011,E09000012,Age 0 to 2,Black/African/Caribbean/Black British: Other Black,383
2011,E09000012,Age 0 to 2,Other ethnic group: Arab,102
2011,E09000012,Age 0 to 2,Other ethnic group: Any other ethnic group,748
2011,E09000012,Age 3 to 4,White: English/Welsh/Scottish/Northern Irish/British,2009
2011,E09000012,Age 3 to 4,White: Irish,70
2011,E09000012,Age 3 to 4,White: Gypsy or Irish Traveller,24
2011,E09000012,Age 3 to 4,White: Other White,1273
2011,E09000012,Age 3 to 4,Mixed/multiple ethnic group: White and Black Caribbean,132
2011,E09000012,Age 3 to 4,Mixed/multiple ethnic group: White and Black African,89
2011,E09000012,Age 3 to 4,Mixed/multiple ethnic group: White and Asian,65
2011,E09000012,Age 3 to 4,Mixed/multiple ethnic group: Other Mixed,93
2011,E09000012,Age 3 to 4,Asian/Asian British: Indian,244
2011,E09000012,Age 3 to 4,Asian/Asian British: Pakistani,66
2011,E09000012,Age 3 to 4,Asian/Asian British: Bangladeshi,330
2011,E09000012,Age 3 to 4,Asian/Asian British: Chinese,76
2011,E09000012,Age 3 to 4,Asian/Asian British: Other Asian,196
2011,E09000012,Age 3 to 4,Black/African/Caribbean/Black British: African,1230
2011,E09000012,Age 3 to 4,Black/African/Caribbean/Black British: Caribbean,539
2011,E09000012,Age 3 to 4,Black/African/Caribbean/Black British: Other Black,249
2011,E09000012,Age 3 to 4,Other ethnic group: Arab,66
2011,E09000012,Age 3 to 4,Other ethnic group: Any other ethnic group,458
2011,E09000012,Age 5 to 7,White: English/Welsh/Scottish/Northern Irish/British,2519
2011,E09000012,Age 5 to 7,White: Irish,108
2011,E09000012,Age 5 to 7,White: Gypsy or Irish Traveller,22
2011,E09000012,Age 5 to 7,White: Other White,1611
2011,E09000012,Age 5 to 7,Mixed/multiple ethnic group: White and Black Caribbean,147
2011,E09000012,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,89
2011,E09000012,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,71
2011,E09000012,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,141
2011,E09000012,Age 5 to 7,Asian/Asian British: Indian,414
2011,E09000012,Age 5 to 7,Asian/Asian British: Pakistani,81
2011,E09000012,Age 5 to 7,Asian/Asian British: Bangladeshi,458
2011,E09000012,Age 5 to 7,Asian/Asian British: Chinese,77
2011,E09000012,Age 5 to 7,Asian/Asian British: Other Asian,278
